Number,Alternate Numbering,General Doc Type,C&E Doc Type,Given At,Given At Certainty,Earliest Date,Latest Date,DATE,Date notes,Given at_old,COMMENTS,QUOTE_TRANSCRIPTION
HCM 2725,HCM 2725,QUITTANCE,QUITTANCE,"Hereford, Herefordshire",Documented,1318-08-14T00:00:00Z,,"1318,  Monday,  the Vigil of the Feast of the  Assuaption of the Blessed Virgin Mary {August 14|.",,Hereford,,"1318, Monday, the Vigil of the Feast of the  Assuaption of the Blessed Virgin Mary {August 14|., QUITTANCE"
HCM 2726,HCM 2726,QUITTANCE,QUITTANCE,"Hereford Castle, Herefordshire",Documented,1321-04-16T00:00:00Z,,"1321,  Thursday next before the Feast .   of Easter | April 16]",,castle of Hereford,,"1321, Thursday next before the Feast .   of Easter | April 16], QUITTANCE"
HCM 2603,HCM 2603,QUITTANCE,QUITTANCE,"Hereford Castle, Herefordshire",Documented,1321-11-14T00:00:00Z,,"1321,  Seturdey next after the Feast of St. Martin | November 14]",,castle of Hereford,,"1321, Seturdey next after the Feast of St. Martin | November 14], QUITTANCE"
HCM 2727,HCM 2727,QUITTANCE,QUITTANCE,"Hereford Castle, Herefordshire",Documented,1321-11-29T00:00:00Z,,"1321,  Sunday,  the vigi2 of St. Andrew the .   Apostle LNovember 29].",,castle of Hereford,,"1321, Sunday, the vigi2 of St. Andrew the .   Apostle LNovember 29]., QUITTANCE"
HCM 2605,HCM 2605,QUITTANCE,QUITTANCE,"Leominster, Herefordshire",Documented,1323-05-05T00:00:00Z,,"1323,  Thursday,  in the Yeast of the ,   Ascension |May 5/.",,Leominster,,"1323, Thursday, in the Yeast of the ,  Ascension |May 5/., QUITTANCE"
HCM 2606,HCM 2606,QUITTANCE,QUITTANCE,"Leominster, Herefordshire",Documented,1323-05-05T00:00:00Z,,"1323,  T ay in the Feast of the  Ascension /iMay 5/.",,Leom[inster],,"1323, T ay in the Feast of the  Ascension /iMay 5/., QUITTANCE"
HCM 2728,HCM 2728,QUITTANCE,QUITTANCE,"Leominster, Herefordshire",Documented,1325-11-12T00:00:00Z,,"1325,  Saturday the day after the Feast / of St,  Martin the bishop \November 12)",,Leominster,,"1325, Saturday the day after the Feast / of St, Martin the bishop \November 12), QUITTANCE"
HCM 2730,HCM 2730,QUITTANCE,QUITTANCE,"Hereford, Herefordshire",Documented,1330-11-10T00:00:00Z,,"1330, November 10",,Hereford,,"1330, November 10,, QUITTANCE"
HCM 2685,HCM 2685,QUITTANCE,QUITTANCE,"Hereford, Herefordshire",Documented,1331-10-06T00:00:00Z,,"1331,  Sunday next before the Feast of St. Dionysius | October 6",,Hereford,,"1331, Sunday next before the Feast of St. Dionysius | October 6, QUITTANCE"
HCM 2731,HCM 2731,QUITTANCE,QUITTANCE,"Hereford, Herefordshire",Documented,1334-05-21T00:00:00Z,,"1334,  Saturday next after the Feast of St. Ethelbert,  king and martyr |May 21]",,Hereford,,"1334, Saturday next after the Feast of St. Ethelbert, king and martyr |May 21], QUITTANCE f"
HCM 2612,HCM 2612,QUITTANCE,QUITTANCE,"Gloucester, Gloucestershire",Documented,1335-04-23T00:00:00Z,,"1335,  4 Kale May LApril 23.",,Gloucester.,,"1335, 4 Kale May LApril 23., QUITTANCE"
HCM 2732,HCM 2732,QUITTANCE,QUITTANCE,"Hereford, Herefordshire",Documented,1336-02-02T00:00:00Z,,"1335/6,  February 2.",,Hereford,,"1335/6, February 2., QUITTANCE"
HCM 2614,HCM 2614,QUITTANCE,QUITTANCE,"Monmouth Priory, Wales",Documented,1344-06-26T00:00:00Z,,1344 Saterany next after the Nativity of Ste John the aptist | June 26],,Monmouth,prob issued at Priory,"1344 Saterany next after the Nativity of Ste John the aptist | June 26], QUITTANCE"
HCM 2620,HCM 2620,QUITTANCE,QUITTANCE,"Monmouth Priory, Wales",Suggested,1357-12-14T00:00:00Z,,"1357,  Thursday next before the recat of St. Thomas the Apostle |December 14)",,,quittance from prior of Monmouth,"1357, Thursday next before the recat of St. Thomas the Apostle |December 14),, QUITTANCE"
HCM 2743,HCM 2743,QUITTANCE,QUITTANGE,"Hereford, Herefordshire",Documented,1295-03-14T00:00:00Z,,"1294/5,  March 14",,Hereford,QUITTANCE,"1294/5, March 14,, QUITTANGE"
HCM 3245,HCM 3245,RECEIPT,NOTES OF SUMS PAID,RESEARCH,Uncertain,1300-01-01T00:00:00Z,1399-12-31T00:00:00Z,? 14th century,approx,,fees paid to officers in six places (Staunton Lacy etc),"? 14th century, NOTES"
HCM 1050,HCM 1050,RECEIPT,RECEIPT,"Lambeth Palace, London",Documented,1283-10-21T00:00:00Z,,"1283,  12 Kalends of November October 21.",,Lambeth,RECEIPT,"1283, 12 Kalends of November October 21., RECRIPT"
HCM 1056,HCM 1056,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1288-07-07T00:00:00Z,,"1288,  7 Ides of June | June 7.",,Here .,,"1288, 7 Ides of June | June 7., RECEIPT"
HCM 2646,HCM 2646,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1289-10-11T00:00:00Z,,"1289,  Tuesday next after the Feast of Ste Bionysius. LOete 11)",,Hereford,,"1289, Tuesday next after the Feast of Ste Bionysius. LOete 11), RECEIPT"
HCM 2530,HCM 2530,RECEIPT,RECEIPT,Hereford Cathedral,Documented,1291-11-11T00:00:00Z,,"1291,  In the Feast of St. Martin jp    * [ylyeme. i November 11)",,church of Hereford,,"1291, In the Feast of St. Martin jp    * [ylyeme. i November 11), RECEIPT"
HCM 2531,HCM 2531,RECEIPT,RECEIPT,"Leominster Priory, Herefordshire",Documented,1292-04-21T00:00:00Z,,"1292,  Monday next before the Feast of Ste Mark the Evangelist | April 21]",,Leominster,prob issued at Priory,"1292, Monday next before the Feast of Ste Mark the Evangelist | April 21], RECEIPT"
HCM 2532,HCM 2532,RECEIPT,RECEIPT,"Wigmore, Herefordshire|Wigmore Abbey, Herefordshire Herefordshire",Documented|Suggested,1292-07-12T00:00:00Z,,"1292,  4 Id. July July 12.",,wygeml ore},prob issued at Abbey,"1292, 4 Id. July July 12., RECEIPT"
HCM 2647,HCM 2647,RECEIPT,RECEIPT,"Leominster, Herefordshire",Documented,1292-07-15T00:00:00Z,,"1292,  Tuesday next before the Feast of .   Ste Kenelm,  king and martyr (July 15]",,Leominster,,"1292, Tuesday next before the Feast of .   Ste Kenelm, king and martyr (July 15], RECEIPT"
HCM 2533,HCM 2533,RECEIPT,RECEIPT,"Leominster Priory, Herefordshire",Documented,1292-11-11T18:09:24Z,,1292-11-12T00:00:00Z,,Leominster,prob issued at Priory,RECBIPT
HCM 2648,HCM 2648,RECEIPT,RECEIPT,"Leominster, Herefordshire",Documented,1293-02-18T00:00:00Z,,"1292/3,  Wednesday next after the Feast ,   of St. Valentine | Feb. 18]",,Leominster,,"1292/3, Wednesday next after the Feast ,  of St. Valentine | Feb. 18], RECEIPT"
HCM 2700,HCM 2700,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1293-06-15T00:00:00Z,,"1293,  17 Kalends July June 15.",,Hereford,,"1293, 17 Kalends July June 15., RECEIPT"
HCM 2534,HCM 2534,RECEIPT,RECEIPT,"Leominster Priory, Herefordshire",Documented,1294-05-18T00:00:00Z,,"1294,  Tuesday next before the Feast of St. Athelbert,  King \May 18]",,Leominster,prob issued at Priory,"1294, Tuesday next before the Feast of St. Athelbert, King \May 18], RECEIPT"
HCM 2535,HCM 2535,RECEIPT,RECEIPT,"Leominster Priory, Herefordshire",Documented,1294-05-18T00:00:00Z,,"1294,  Tuesday next before the Feast of .   St. Bthelbert,  King | May 18",,Leominster,prob issued at Priory,"1294, Tuesday next before the Feast of .   St. Bthelbert, King | May 18, RECEIPT f"
HCM 2649,HCM 2649,RECEIPT,RECEIPT,"Leominster, Herefordshire",Documented,1294-05-18T00:00:00Z,,"1294,  Tuesday next before the Feast of St. kthelbert,  King (May 18}",,Leominster,,"1294, Tuesday next before the Feast of St. kthelbert, King (May 18}, RECEIPT"
HCM 2536,HCM 2536,RECEIPT,RECEIPT,London,Documented,1294-09-30T00:00:00Z,,"1294,  2 Kal. Oct. | September 30}",,detin.,RECEIPT,"1294, 2 Kal. Oct. | September 30}, RECRIPT"
HCM 2650,HCM 2650,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1294-11-23T00:00:00Z,,"1294,  The Feast of St,  Clement,  Martyr ,   November 23",,Hereford,"C&E have two docs #2650: correct = RECEIPT (p.598, Hereford) [incorrect one is actually HCM #2050 (TESTIMONY, Colwall)","1294, The Feast of St, Clement, Martyr ,  November 23, ROCELIP?"
HCM 2540,HCM 2540,RECEIPT,RECEIPT,"York, Yorkshire",Suggested,1295-01-01T00:00:00Z,1295-12-31T00:00:00Z,jeirea 1295.,,,"see HCM 2561 (given at York, Roger de Melton)","jeirea 1295., RUCRIPT"
HCM 2537,HCM 2537,RECEIPT,RECEIPT,"Gloucester, Gloucestershire",Documented,1295-04-28T00:00:00Z,,"1295,  4 Kel. May April 28",,Gloucester.,prob issued at Abbey|prev OCR doc # error now fixed ,"1295, 4 Kel. May April 28,, RECEIPT"
HCM 2538,HCM 2538,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1295-05-06T18:09:24Z,,1295-05-07T00:00:00Z,,Hereford,RECEIPT,RPCSIPT
HCM 2651,HCM 2651,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1295-05-21T00:00:00Z,,"1295,  Saturday next after the Feast ,   of St. Sthelbert [lay 21].",,Hereford,,"1295, Saturday next after the Feast ,  of St. Sthelbert [lay 21]., ROCEIPT"
HCM 2541,HCM 2541,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1296-06-02T00:00:00Z,,"1296,  Saturday,  ithe Feast of Ss. Marcellinus and Peter | June 2)",,Hereford,,"1296, Saturday, ithe Feast of Ss. Marcellinus and Peter | June 2), RECEIPT"
HCM 2542,HCM 2542,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1296-11-11T00:00:00Z,,"1296,  the Feast of St. Martin November 11",,Hereford,RECEIPT,"1296, the Feast of St. Martin November 11, RECRIPT"
HCM 2548,HCM 2548,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1297-09-29T00:00:00Z,,"1297, sept 29",,,suggestion on model of similar receipts,"1297, sires Michaelmas., RECEIPT"
HCM 2551,HCM 2551,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1298-03-25T00:00:00Z,,"1298,  circa March 25.",approx,,see other receipts to Wm Henoure,"11298, circa March 25., RECEIPT"
HCM 1873,HCM 1873,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1298-06-16T00:00:00Z,,"1298,  Monday the Feast of the saints end martyrs Curig and Julitte (June 16}.",,Hereford,,"1298, Monday the Feast of the saints end martyrs Curig and Julitte (June 16}., RECEIPT"
HCM 2552,HCM 2552,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1298-09-29T00:00:00Z,,"1298,  sireg September 29.",approx,,see previous doc,"1298, sireg September 29., RECEIPT"
HCM 2653,HCM 2653,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1298-10-18T00:00:00Z,,"1298,  Saturday,  the Feast of st. Luke the Svangelist [Oet. 18).",,Hereford,RECEIPT,"1298, Saturday, the Feast of st. Luke the Svangelist [Oet. 18)., RECSIPT"
HCM 2549,HCM 2549,RECEIPT,RECEIPT,"York, Yorkshire",Documented,1298-10-29T00:00:00Z,,"1298,  wednesday next before the Feast of 411 Seints ,  October 29].",,York,,"1298, wednesday next before the Feast of 411 Seints , October 29]., RECEIPT"
HCM 2550,HCM 2550,RECEIPT,RECEIPT,"Great Kimble, Buckinghamshire",Documented,1298-12-18T00:00:00Z,,"1298,  Thursday next before the — of ,   st. Thomas the Apostle. [Dee 18)",,Kenebell',,"1298, Thursday next before the — of ,  st. Thomas the Apostle. [Dee 18), RECEIYT"
HCM 2557,HCM 2557,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1299-03-25T00:00:00Z,,"1299,  sirca March 256",approx,,see other receipts to Wm Henoure,"1299, sirca March 256, RECEIPT"
HCM 2553,HCM 2553,RECEIPT,RECEIPT,"York, Yorkshire",Documented,1299-05-06T00:00:00Z,,"1299,  Wednesdsy next efter the Quindene of Faster .May 6).",,York,,"1299, Wednesdsy next efter the Quindene of Faster .May 6)., RECEIPT"
HCM 2655,HCM 2655,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1299-10-10T00:00:00Z,,"1299,  the Feast of St. Paulinus,  bishop LOct. 10}., RECEIPT",,Hereford,,"1299, the Feast of St. Paulinus, bishop LOct. 10}., RECEIPT"
HCM 2555,HCM 2555,RECEIPT,RECEIPT,"York, Yorkshire",Documented,1299-10-18T00:00:00Z,,"1299,  in the Feast of St. Luke the Evangelist . October 18)",,York,,"1299, in the Feast of St. Luke the Evangelist . October 18), RECEIPT"
HCM 2656,HCM 2656,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1300-05-11T00:00:00Z,,"1300,  Wednesday next after the Feast of ,   St. John snte portam Letinas iMey 11]",,,D&C of H + John de la Felde,"1300, Wednesday next after the Feast of ,  St. John snte portam Letinas iMey 11], RECEIP?"
HCM 478,HCM 478,RECEIPT,RECEIPT,"Ludlow, Shropshire",Documented,1300-05-12T00:00:00Z,,"1300,  Thursday next before the Feast of ,   the Ascension May 12].",,Lodelawe,,"1300, Thursday next before the Feast of ,  the Ascension May 12]., RECEIPT"
HCM 2657,HCM 2657,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1300-09-24T00:00:00Z,,"1300,  Saturday next after the Feast of st. Matthew the Apostle | Sept. 24].",,Hereford,,"1300, Saturday next after the Feast of st. Matthew the Apostle | Sept. 24]., RECEIPT"
HCM 2558,HCM 2558,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1300-10-02T00:00:00Z,,"vp tea 1300,  in the Feast of Leodegar,    . . bishop and martyr LOctober 2]",,Hereford,,"vp tea 1300, in the Feast of Leodegar,   . . bishop and martyr LOctober 2], RECEIPT"
HCM 2563,HCM 2563,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1301-09-29T00:00:00Z,,"1301),  circa September 29.",approx,,see prev doc,"1301), circa September 29., RECEIPT"
HCM 2660,HCM 2660,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1302-01-01T00:00:00Z,1303-12-31T00:00:00Z,1303,,Hereford,,"1303., RECEIPT"
HCM 2570,HCM 2570,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1302-03-25T00:00:00Z,,"1302,  cireg Mareh 25.",approx,,see other receipts to Wm Henoure,"1302, cireg Mareh 25., RECEIPT"
HCM 2571,HCM 2571,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1302-09-29T00:00:00Z,,"1302,  Sirca September 29.",approx,,see previous,"1302, Sirca September 29., RECEIPT"
HCM 2618,HCM 2618,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1303-06-24T00:00:00Z,,"1303 31 Edward 71,  Nativity of St. ,   John the Baptist [June 24)",,Hereford,,"1303 31 Edward 71, Nativity of St. ,  John the Baptist [June 24),, RECEIPT"
HCM 2661,HCM 2661,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1304-01-31T00:00:00Z,,"1303/4,  ae next before the Feast of ,   the Purification of the Blessed Virgin [January 31)",,,receipt FROM Hereford D&C to Llanthony Prima (usually given at = from or 1 line),"1303/4, ae next before the Feast of ,  the Purification of the Blessed Virgin [January 31), RECEIPT"
HCM 1610,HCM 1610,RECEIPT,RECEIPT,"Gloucester, Gloucestershire",Documented,1305-04-19T00:00:00Z,,"1305,  Monday the morrow of Easter [April 19]",,Gloucester.,,"1305, Monday the morrow of Easter [April 19], RECEIPT"
HCM 2579,HCM 2579,RECEIPT,RECEIPT,London,Documented,1305-07-10T00:00:00Z,,"1305,  Saturday next after the Feast of the Translation of St. Thomas,  martyr [July 10]",,London,,"1305, Saturday next after the Feast of the Translation of St. Thomas, martyr [July 10], RECEIPT"
HCM 2665,HCM 2665,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1305-09-28T00:00:00Z,,"1305,  in the Vigil of the Feast of St. Michael [Sept. 28]",,,clerk of D&C to receiver of D&C,"1305, in the Vigil of the Feast of St. Michael [Sept. 28], RECEIPT"
HCM 2663,HCM 2663,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1305-09-29T00:00:00Z,,"[1305],  circa September 29",approx,,clerk (of D&C of H?) to D&C of H,"[1305], circa September 29, RECEIPT"
HCM 2667,HCM 2667,RECEIPT,RECEIPT,London,Documented,1305-10-23T00:00:00Z,,"1305,  Saturday next after the Feast of St. Luke the Evangelist [Oct. 23].",,London,(at Fish St Inn of Bp of H?),"1305, Saturday next after the Feast of St. Luke the Evangelist [Oct. 23]., RECEIPT"
HCM 2716,HCM 2716,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1306-01-01T00:00:00Z,1306-12-31T00:00:00Z,1306,,,cf other Thomas Orleton / D&C docs,"1306, RECEIPT"
HCM 2715,HCM 2715,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1306-10-01T00:00:00Z,,"1306,  October 1.",,Hereford,,"1306, October 1., RECEIPT"
HCM 2672,HCM 2672,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1307-10-02T00:00:00Z,,"1307, Oct. 2",,Hereford,,"1307, Oct. 2, RECEIPT"
HCM 2593,HCM 2593,RECEIPT,RECEIPT,"Wigmore Abbey, Herefordshire",Documented,1308-06-25T00:00:00Z,,"1308,  on the morrow of the Nativity  of St. John [the Baptist] [June 25]",,abbey of Wygemore,,"1308, on the morrow of the Nativity  of St. John [the Baptist] [June 25], RECEIPT"
HCM 1439,HCM 1439,RECEIPT,RECEIPT,London,Documented,1308-07-11T00:00:00Z,,"1308, July 11",,London,where is Wm Testa staying in London?,"1308, July 11, RECEIPT"
HCM 2591,HCM 2591,RECEIPT,RECEIPT,"Hereford, Herefordshire",Suggested,1308-09-29T00:00:00Z,,"[1308],  circa September 29",approx,,cf HCM 2779,"[1308], circa September 29, RECEIPT"
HCM 2594,HCM 2594,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1309-04-07T18:09:24Z,,1309-04-08T00:00:00Z,,Hereford,,RECEIPT
HCM 1438,HCM 1438,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1309-07-15T00:00:00Z,,"1309,  Tuesday next before the Feast of St. Kenelm [July 15]",,Hereford,,"1309, Tuesday next before the Feast of St. Kenelm [July 15], RECEIPT"
RBLR 1304,"RBLR 1304, HCM 1722",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1313-11-26T00:00:00Z,,1313.11.26,,Hereford,HCM 1722|MISSING|Project RBLR Completion,"1313.11.26, RECEIPT"
HCM 1049,HCM 1049,RECEIPT,RECEIPT,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1314-06-19T00:00:00Z,,"1314,  Wednesday next before the Feast of the Nativity of the Blessed John the Baptist [June 19].",,Bosebury,,"1314, Wednesday next before the Feast of the Nativity of the Blessed John the Baptist [June 19]., RECEIPT"
HCM 2601,HCM 2601,RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1315-04-18T00:00:00Z,,"1315, April 18",,Hereford,,"1315, April 18, RECEIPT"
HCM 2676,HCM 2676,RECEIPT,RECEIPT,"Hereford Cathedral, Chapter House",Documented,1316-02-18T00:00:00Z,,"1315/6,  Wednesday next after the Feast of St. Valentine [February 18]",,chapter-house at Hereford,,"1315/6, Wednesday next after the Feast of St. Valentine [February 18], RECEIPT"
RBLR 1701,"RBLR 1701, HCM 1034",RECEIPT,RECEIPT,"London, St Paul's Cathedral, Chapter House",Documented,1317-04-16T00:00:00Z,,1317.4.16,,chapter-house at London,HCM 1034,"1317.4.16, RECEIPT"
RBLR 1702,"RBLR 1702, HCM 1024",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-04-26T00:00:00Z,,1317.4.26,,Hereford,HCM 1024,"1317.4.26, RECEIPT"
RBLR 1703,"RBLR 1703, HCM 1001",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-04-28T00:00:00Z,,1317.4.28,,Hereford,HCM 1001,"1317.4.28, RECEIPT"
RBLR 1704,"RBLR 1704, HCM 1015",RECEIPT,RECEIPT,"Aconbury Priory, Chapter House",Documented,1317-04-28T00:00:00Z,,1317.4.28,,chapter-house of Acornebury,HCM 1015,"1317.4.28, RECEIPT"
RBLR 1705,"RBLR 1705, HCM 1009",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-04-30T00:00:00Z,,1317.4.30,,Hereford,HCM 1009|Project RBLR Completion,"1317.4.30, RECEIPT"
RBLR 1706,"RBLR 1706, HCM 1025",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-04-30T00:00:00Z,,1317.4.30,"1317,  Saturday next after the Feast of Saint Mark the Evagenlist [April 30",Hereford,HCM 1025,"1317.4.30, RECEIPT"
RBLR 1707,"RBLR 1707, HCM 1043",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-04-30T00:00:00Z,,1317.4.30,,Hereford,HCM 1043,"1317.4.30, from"
RBLR 1708,"RBLR 1708, HCM 1045",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-04-30T00:00:00Z,,1317.4.30,,Hereford,HCM 1045,"1317.4.30, RECEIPT"
RBLR 1709,"RBLR 1709, HCM 1046",RECEIPT,RECEIPT,"Aconbury Priory, Herefordshire",Documented,1317-04-30T00:00:00Z,,1317.4.30,,Acornebur',HCM 1046,"1317.4.30, RECEIPT"
RBLR 1710,"RBLR 1710, HCM 1048",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-05-02T00:00:00Z,,1317.5.2,,Hereford,HCM 1048,"1317.5.2, RECEIPT"
RBLR 1712,"RBLR 1712, HCM 1037",RECEIPT,RECEIPT,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1317-05-03T00:00:00Z,,1317.5.3,,Bosebury,HCM 1037,"1317.5.3, RECEIPT"
RBLR 1713,"RBLR 1713, HCM 1005",RECEIPT,RECEIPT,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1317-05-05T00:00:00Z,,1317.5.5,"1317,  Thursday next after the Feast of the Invention of the Holy Cross [May 5]",Bos',HCM 1005,"1317.5.5, RECEIPT"
RBLR 1714,"RBLR 1714, HCM 1011",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-05-05T00:00:00Z,,1317.5.5,,Hereford,HCM 1011,"1317.5.5, RECEIPT"
RBLR 1715,"RBLR 1715, HCM 1028",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-05-09T00:00:00Z,,1317.5.9,,Hereford,HCM 1028,"1317.5.9, RECEIPT"
RBLR 1716,"RBLR 1716, HCM 1031",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-05-09T00:00:00Z,,1317.5.9,,Hereford,HCM 1031,"1317.5.9, RECEIPT"
RBLR 1717,"RBLR 1717, HCM 1030",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-05-10T00:00:00Z,,1317.5.10,,Hereford,HCM 1030,"1317.5.10, RECEIPT"
RBLR 1718,"RBLR 1718, HCM 1019",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-05-12T00:00:00Z,,1317.5.12,,Hereford,HCM 1019,"1317.5.12, RECEIPT"
RBLR 1719,"RBLR 1719, HCM 1013",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-05-14T00:00:00Z,,1317.5.14,,Hereford,HCM 1013,"1317.5.14, RECEIPT"
RBLR 1720,"RBLR 1720, HCM 1021",RECEIPT,RECEIPT,"Hereford, Herefordshire",Documented,1317-05-14T00:00:00Z,,1317.5.14,,Hereford,HCM 1021,"1317.5.14, RECEIPT"
