Document Number,Alternate Numbering,Doc Type,Given At,Given At Certainty,Earliest Date,Latest Date,DATE,Date notes,Given at_old,COMMENTS,QUOTE_TRANSCRIPTION
RBLR 2001,RBLR 2001,LETTERS OF PROTECTION,Westminster,Documented,1320-02-28T00:00:00Z,,1320.2.28,,York,"PROTECTION (but unclear whether ""with clause"" or otherwise, since the lead doc (our page is a continuation of much longer entry which just says, ""the like"") isn't pdf'ed here","1320.2.28, The like"
RBLR 2003,"RBLR 2003, HCM 1372",ARCHBISHOP'S LETTER,Lambeth Palace,Documented,1320-07-31T00:00:00Z,,1320.7.31,,Lambeth,HCM 1372,"1320.7.31, LETTER"
RBLR 2004,"RBLR 2004, HCM 29",RELEASE,Hereford,Documented,1320-12-17T00:00:00Z,,1320.12.17,,Hereford,HCM 29,"1320.12.17, RELEASE"
RBLR 2101,RBLR 2101,LETTER FREEING FROM LIABILITY,Shinfield Berkshire,Documented,1321-02-01T00:00:00Z,,1321.2.1,,Shenyngfeld,LETTERS,"1321.2.1, LITTERA"
RBLR 2102,RBLR 2102,ACKNOWLEDGEMENT,Westminster royal treasury,Documented,1321-02-18T00:00:00Z,,1321.2.18,,Westminster,(RB not named in doc but he's AO's treasuer and so has implicitly been the one to enact/file),"1321.2.18, Acknowledgment"
RBLR 2104,RBLR 2104,PROTECTION WITH CLAUSE VOLUMUS,Westminster,Documented,1321-02-22T00:00:00Z,,1321.2.22,,Westminster,,"1321.2.22, Protection with clause volnmus"
RBLR 2105,RBLR 2105,ROYAL LETTER,Westminster Tower of London,Documented,1321-02-24T00:00:00Z,,1321.2.24,,Westm’,Foedera Rot Rom Francia|Letter from King to Pope RE Cantilupe,1321.2.24
RBLR 2106,RBLR 2106,APPOINTMENT OF PROCTORS,Bosbury Herefordshire Bishops Palace Old Court Farm,Documented,1321-11-29T00:00:00Z,,1321.11.29,,Bosebury,Appointment as Proxy,"1321.11.29, PROCURATORIUM"
RBLR 2107,RBLR 2107,CERTIFICATE OF ENACTMENT,Bosbury Herefordshire Bishops Palace Old Court Farm,Documented,1321-11-29T00:00:00Z,,"1321.11.29, xjº Kal. Decembris, xviijº Kal. Octobris,  anno Domini M°CCC°xxjº, xvijº Kal. Decembris,  anno Domini supradicto, iijº Kal. Decembris",,Bosebury,"for main doc, for embedded doc, for embeded doc","1321.11.29, Certificate, xjº Kal. Decembris, xviijº Kal. Octobris, anno Domini M°CCC°xxjº, xvijº Kal. Decembris, anno Domini supradicto, iijº Kal. Decembris"
,,ARCHBISHOP'S MANDATE|ARCHBISHOP'S MANDATE,Lambeth Palace|Stepney Middlesex,Documented|Documented,,,,Lambeth = 18 kalends October|Stepney = 17 kalends Dec i.e. 1321.11.23,,"there are TWO emdedded doc in RBLR 2107 (-em1 @ Lambeth, -em2 @ Stepney)",
RBLR 2201,RBLR 2201,DISPENSATION FOR ABSENCE FOR STUDY,(Prestbury Gloucestershire),Suggested,1322-03-17T00:00:00Z,,1322.3.17,,To,,"1322.3.17, Dispensations for absence:"
RBLR 2202,RBLR 2202,LETTERS OF ACQUITTANCE,(Prestbury Gloucestershire),Suggested,1322-03-19T00:00:00Z,,1322.3.19,,quod,,"1322.3.19, letters freeing him from liability, Memorandum"
RBLR 2203,RBLR 2203,APPOINTMENT OF SUBSTITUTE PROCTOR,Prestbury Gloucestershire,Documented,1322-03-19T00:00:00Z,,1322.3.19,,Prestebury,appointment of substitute proctor,"1322.3.19, SUBSTITUCIO"
RBLR 2501,RBLR 2501,LETTERS OF PROTECTION|LETTERS OF ATTORNEY,Langdon Abbey Kent,Documented,1325-09-04T00:00:00Z,,1325.09.04,"""tower of London"" in margin = enrollment of these planning docs in Foedera 604-605; our bit = given at Langdon (Langdon Abbey Kent) on 1325.09.04, day before both party's departure at Dover & doc's endorsement at Tower",Turr. Lond.|Langedon,Letters of Protection & Letters of Attorney for those going to France in the royal party|Foedera Rot Rom & Fr,"1325.8.21, protectione, literas Regis de attornatu"
,,LETTERS OF PROTECTION|LETTERS OF ATTORNEY,Tower of London,Documented,1325-09-05T00:00:00Z,,1325.09.05,"Foedera p. 604-606 = trip planning docs (from 1325.08.21 through 1325.09.04, at Sturry Kent & Landon Kent) = enrolled at Tower on 1325.09.05",,1325.09.05 = date of document's enrollment at Tower of London,
RBLR 2502,RBLR 2502,LETTERS OF PROTECTION,Dover,Documented,1325-09-05T00:00:00Z,,1325.9.5,,Dover,Letters of protection (with or w/o clause?)|CPR,"1325.9.5, Protection as above"
RBLR 2601,RBLR 2601,COLLATION TO BENEFICE,(Hereford),Suggested,1326-09-08T00:00:00Z,,1326.9.8,,Prebend of Norton,,"1326.9.8, Institutions and Collations to Benefices"
RBLR 2602,RBLR 2602,COMMENDATION TO BENEFICE,(Hereford),Suggested,1326-11-16T00:00:00Z,,1326.11.16,,Prebend of Wellington,,"1326.11.16, Institutions and Collations to Benefices"
RBLR 2603,RBLR 2603,ACQUITTANCE,Hereford,Documented,1326-11-17T00:00:00Z,,"1326.11.17, ijº Kal. Augusti,  anno Domini M°CCC°xx",embedded doc lambeth 2 kal august 1320,Lamhethe,"contains embedded doc, date of embedded doc","RBLR 2603, 1326.11.17, Final settlement, ijº Kal. Augusti, anno Domini M°CCC°xx"
,,ARCHBISHOP'S LETTER,Lambeth Palace,Documented,,,2 Kalends August 1320,,,,
RBLR 2701,RBLR 2701,LETTERS OF ATTORNEY,Westminster,Documented,1327-03-24T00:00:00Z,,1327.3.24,,,Letters of Attorney,"1327.3.24, letters"
RBLR 2801,"RBLR 2801, HCM 1051",LETTERS PATENT,London,Documented,1328-03-05T00:00:00Z,,1328.3.5,,London,HCM 1051|contains embedded doc,"RBLR 2801, 1328.3.5, LETTERS PATENT"
RBLR 2801-em,RBLR 2801-em,ARCHBISHOP'S LETTER,(Lambeth Palace),Suggested,1320-07-31T00:00:00Z,,31 July 1320,,,"HCM 1051-em|(embedded doc)|(PS unclear whether the embedded letter from Archb also specifically mentions RB & J de la Felde, or not, so have left blank for now), (embedded doc)","letter, 31 July 1320,"
RBLR 2802,"RBLR 2802, HCM R76",COMMISSION TO ASSESS,Bishop's Cleeve Gloucestershire,Documented,1328-04-14T00:00:00Z,,1328.4.14,,Cleeve,,"1328.4.14, Commission"
RBLR 2803,RBLR 2803,MEMORANDUM OF ENTHRONEMENT,Worcester Cathedral,Documented,1328-06-19T00:00:00Z,,1328.6.19,,Worcester,,"1328.6.19, Memorandum"
RBLR 2804,RBLR 2804,UNION OF CANONICAL HOUSES,chapter-house at Hereford,Documented,1328-10-08T00:00:00Z,,1328.10.8,,capitulo Herefordensi,of two canonical houses in Cabache Lane,"1328.10.8, Formal union"
RBLR 2901,"RBLR 2901, HCM 1375",AGREEMENT,Bredon Bishops Manor Worcestershire,Documented,1329-07-15T00:00:00Z,,1329.7.15,,Bredon,HCM 1375,"1329.7.15, AGREEMENT"
RBLR 2902,RBLR 2902,MEMORANDUM OF COLLATION,Blockley Worcestershire Northwick Manor,Documented,1329-10-17T00:00:00Z,,,,Blockley,of institution & collation,Memorandum
RBLR 2903,"RBLR 2903, HCM R77",MEMORANDUM OF COLLATION,Blockley Worcestershire Northwick Manor,Documented,1329-10-17T00:00:00Z,,1329.10.17,,Blockley,of collation,"1329.10.17, Memorandum"
RBLR 3001,"RBLR 3001, HCM 2165",LETTERS PATENT,Woodstock Castle Oxfordshire,Documented,1330-03-20T00:00:00Z,,1330.3.20,,Woodstock (per Capes C&R 213-215),HCM 2165 = abstract of Capes 213-15 (which has Woodstock dating),"1330.3.20, LETTERS PATENT"
RBLR 3001-em,RBLR 3001-em,LICENSE FOR ALIENATION IN MORTMAIN,(Westminster),Suggested,1327-11-05T00:00:00Z,,"1327,  November 5",,check CPR for 1327.11.05?|orig grant see Capes C&R 208-209 (@Kilpeck),"HCM 2165-em|(embedded doc), License for alientation in mortmain|(embedded doc)","5 November 1327, alienation in mortmain"
RBLR 3002,RBLR 3002,ORDINANCE FOR PROVISION OF VICARS CHORAL,chapter-house at Hereford,Documented,1330-04-10T00:00:00Z,,1330.4.10,,capitulo nostro Herefordensi,,"1330.4.10, Ordinance"
RBLR 3003,"RBLR 3003, HCM 2089",INSPEXIMUS and CONFIRMATION,chapter-house at Hereford,Documented,1330-07-01T00:00:00Z,,"1330,  July 1",,chapter,was HCM 2089a|RE-CLASSIFY as HCM 2089,"1330, July 1, INSPEXIMUS AND CONFIRMATION"
RBLR 3003-em1,"RBLR 3003-em1, HCM 2089-em1",GRANT,Ross-on-Wye Herefordshire,Documented,1330-06-06T00:00:00Z,,6 June 1330,,Ros,was HCM 2089a-em|RE-CLASSIFY as HCM 2089-em1,"Grant, 6 June 1330"
RBLR 3003-em2,"RBLR 3003-em2, HCM 2089-em2",GRANT,Hereford,Documented,1330-06-06T00:00:00Z,,6 June 1330,,Hereford,was HCM 2089b-em|RE-CLASSIFY as HCM 2089-em2,"Grant, 6 June 1330"
RBLR 3005,RBLR 3005,LETTERS OF COMMENDATION,Hartlebury Castle Worcestershire,Documented,1330-11-07T00:00:00Z,,1330.11.7,,Hartlebury,LETTERS OF COMMENDATION,"1330.11.7, Letters"
RBLR 3006,RBLR 3006,MANDATE,(Hartlebury Castle Worcestershire),Suggested,1330-11-07T00:00:00Z,,1330.11.7,,,,"1330.11.7, Mandate"
RBLR 3101,RBLR 3101,LETTERS OF PROTECTION WITH CLAUSE VOLUMUS|LETTERS OF ATTORNEY,Westminster,Documented,1331-01-16T00:00:00Z,,1331.1.16,,Westminster,,"1331.1.16, Protection with clause volumus"
RBLR 3102,RBLR 3102,COMMISSION TO ACT AS VICARS-GENERAL,London,Documented,1331-01-18T00:00:00Z,,1331.1.18,,London,,"1331.1.18, Commission"
RBLR 3103,"RBLR 3103, HCM R81",ORDER TO INSTALL,Hartlebury Castle Worcestershire,Documented,1331-06-21T00:00:00Z,,1331.6.21,,Hartlebury,ORDER TO INSTALL,"1331.6.21, order"
RBLR 3104,RBLR 3104,MEMORANDUM OF COLLATION,Hartlebury Castle Worcestershire,Documented,1331-06-21T00:00:00Z,,1331.6.21,,Hartlebury,,"1331.6.21, Memorandum"
RBLR 3105,RBLR 3105,MEMORANDUM,Hartlebury Castle Worcestershire,Documented,1331-06-21T00:00:00Z,,1331.6.21,,Hartlebury,,"1331.6.21, Memorandum"
RBLR 3106,RBLR 3106,COLLATION & MEMORANDUM OF ADMISSION,Hartlebury Castle Worcestershire,Documented,1331-06-21T00:00:00Z,,1331.6.21,,Hartlebury,,"1331.6.21, Collation"
RBLR 3107,RBLR 3107,COMMISSION,Hartlebury Castle Worcestershire,Documented,1331-06-21T00:00:00Z,,1331.6.21,,Hartlebury,,"1331.6.21, Commission"
RBLR 3108,RBLR 3108,COMMISSION,(Hartlebury Castle Worcestershire),Suggested,1331-06-21T00:00:00Z,,1331.6.21 [*],,,,"1331.6.21 [*], Commission"
RBLR 3109,RBLR 3109,COMMISSION TO INQUIRE,(Gloucester),Suggested,1331-06-21T00:00:00Z,,1331.6.21 [*],,Gloucester.,complaint by RB regarding Archdeacon's Houses at Gloucester; undated but AFTER 1331.6.21,"1331.6.21 [*], Commission"
RBLR 3110,RBLR 3110,MEMORANDUM OF COLLATION,Withington Manor Gloucestershire,Documented,1331-09-19T00:00:00Z,1331 sept 20,1331.9.19-20,1331 sept 20,Withington,,"1331.9.19-20, Memorandum"
RBLR 3111,RBLR 3111,MEMORANDUM OF COLLATION,Withington Manor Gloucestershire,Documented,1331-09-19T00:00:00Z,1331 sept 20,1331.9.19-20,1331 sept 20,Withington,,"1331.9.19-20, Memorandum"
RBLR 3112,RBLR 3112,MEMORANDUM OF ADMISSION,Withington Manor Gloucestershire parish church,Documented,1331-09-20T00:00:00Z,,1331.9.20,,Withington,,"1331.9.20, Memorandum"
RBLR 3113,RBLR 3113,MEMORANDUM OF ADMISSION (DUPLICATE),(Withington Manor Gloucestershire),Suggested,1331-09-20T00:00:00Z,,1331.9.20,,,,"1331.9.20, Memorandum"
RBLR 3201,RBLR 3201,APPOINTMENT OF PROCTOR,Hartlebury Castle Worcestershire,Documented,1332-01-14T00:00:00Z,,1332.1.22,,Hartlebury,APPOINTMENT,"1332.1.22, appoints"
RBLR 3202,"RBLR 3202, HCM 2087",ORDINANCE,chapter-house at Wormsley,Documented,1332-03-26T00:00:00Z,,1332.3.26,,chapter-house at Wormesleye,HCM 2087,"1332.3.26, ORDINANCE"
RBLR 3203,RBLR 3203,LETTERS OF PROTECTION,Stamford Lincolnshire,Documented,1332-04-23T00:00:00Z,,1332.4.23,,Stamford,"transcription was from wrong doc: need to replace current data with CPR 1332.04.23 p.277-278, Letters of Protection given at Stamford, beginning at ""The like for the following"" (bottom p.277) through ""Reginald de la More"" (top p.278)",1332.4.23
RBLR 3204,RBLR 3204,ELECTION PROCESS & MEMORANDUM,Hartlebury Castle chapel,Documented,1332-07-02T00:00:00Z,,2 July 1332,,chapel of his manor of Hartlebury,,"Process of the election, Memorandum, 2 July 1332"
RBLR 3204-em1,RBLR 3204-em1,ACTA,Suckley Worcestershire parish church,Documented,1332-07-09T00:00:00Z,,Thursday after St. Thomas [i.e. 9 July],,Suckley (Sukkelegh) parish church,"(embedded doc 1), (embedded doc 1)|1332 July 9","Acta, Thursday after St. Thomas [i.e. 9 July]"
RBLR 3204-em2,RBLR 3204-em2,CONFIRMATION,Hartlebury Castle chapel,Documented,1332-07-17T00:00:00Z,,17 July],,chapel of Hartlebury,"(embedded doc 2)|1332, July 17, (embedded doc 2)|Confirmation","17 July], confirm"
RBLR 3204-em3,RBLR 3204-em3,PROFESSION,Hartlebury Castle chapel,Documented,1332-07-19T00:00:00Z,,19th day of the same month and year,,chapel of his manor of Hartlebury,"(embedded doc 3)|1332 July 19, Installation (as Abbot)|(embedded doc 3)","19th day of the same month and year, profession"
RBLR 3205,RBLR 3205,MEMORANDUM OF INSTITUTION,Withington Manor Gloucestershire,Documented,1332-10-28T00:00:00Z,,1332.10.28,,Withington,,"1332.10.28, Memorandum"
RBLR 3206,RBLR 3206,COMMISSION,London,Documented,1332-11-09T00:00:00Z,,1332.11.9,,London,commission or appointment or same thing?,"1332.11.9, Commission"
RBLR 3207,RBLR 3207,APPOINTMENT (DUPLICATE),London,Documented,1332-11-09T00:00:00Z,,1332.11.9,,London,,"1332.11.9, Appointment, duplicate"
RBLR 3208,RBLR 3208,APPOINTMENT,London,Documented,1332-11-20T00:00:00Z,,1332.11.20,,Londoniis,Appointment (enrollment of RB appt as AO's VG at Worcester into HRCh),"1332.11.20, appoints"
RBLR 3301,RBLR 3301,COMMISSION,Crickhowell Powys Wales,Documented,1333-03-17T00:00:00Z,,1333.3.17,,Crughowel,,"1333.3.17, Commission"
RBLR 3302,RBLR 3302,LETTER|RECEIPT,Hereford,Documented,1333-08-28T00:00:00Z,,1333.8.28,"letter written by RB at Hereford to Ralph BP of B&W (1333.8.28), received 3 nones Sept per BWRS p.151 #587?",Hereford,"letter written by RB at Hereford to Ralph BP of B&W (1333.8.28), received 3 nones Sept per BWRS p.151 #587?",1333.8.28
RBLR 3303,"RBLR 3303, HCM R82",APPOINTMENT,Hereford,Documented,1333-08-29T00:00:00Z,,1333.8.29,,Hereford,,1333.8.29
RBLR 3304,RBLR 3304,RECEIPT & ENROLLMENT,Chew Court Chew Magna Somerset,Documented,1333-09-05T00:00:00Z,,"1333.3 Nones Sept|previous dating (1332.11.20) was MISTAKEN; Correct date per next doc (#588) in BWRS p.151-52, @ Chew (Court Court, Chew Magna] on same day","1332.11.20 is date when HRCh enrolls RB letter of 8.28.1333; DB research on 5.9.2022 determines that BWRS receives & enrolls RB’s 1333.8.28 letter on 3 Nones September, [@ Chu (Chew?), like next doc on same day: BWRS p.151 entry #587",Hereford,date of document enrollment into BWRS|prev date  (1333.11.20) for enrollment = MISTAKE,"1333.11.20, 28 Aug., A.D. 1333"
RBLR 3401,RBLR 3401,COMMISSION,Hartlebury Castle Worcestershire,Documented,1334-01-30T00:00:00Z,,1334.1.30,,Hartlebury,,"1334.1.30, Commission"
RBLR 3402,RBLR 3402,COMMISSION (DUPLICATE),Hartlebury Castle Worcestershire,Documented,1334-01-30T00:00:00Z,,1334.1.30,,Hartlebury,,"1334.1.30, Commission"
RBLR 3404,RBLR 3404,COMMISSION TO EXAMINE REASONS FOR EXCHANGE,Crookham Berkshire,Documented,1334-04-24T00:00:00Z,,1334.4.24,,Crookham,,"1334.4.24, Commision"
RBLR 3405,RBLR 3405,CERTIFICATION OF EXECUTION,Hampstead Marshall Berkshire,Documented,1334-09-15T00:00:00Z,,1334.9.15,,Hampstead Marshall,date of main doc,"1334.9.15, Certification"
RBLR 3502,"RBLR 3502, HCM R85",MANDATE,Hampton Lucy Manor Bishop of Worcester,Documented,1335-12-01T00:00:00Z,,1335.12.1,,Hampton Lucy (Hampton Episcopi),,"1335.12.1, Mandate"
RBLR 3601,RBLR 3601,LICENSE FOR ALIENATION IN MORTMAIN,Tower of London,Documented,1336-04-15T00:00:00Z,,,,Tower of London,"RBLR 3601 =upper portion = paragraph beginning ""license for alienation in mortmain by RB prebendery of Norton""|RBLR 3602 = second paragraph, starting the same ""license etc"" but has ""RB clerk""| so, two docs on same day, both ""alienations"", both at Tower|the Nich de Flisco bit preceding = not part of either but got attached during entity labeling",
RBLR 3602,RBLR 3602,LICENSE FOR ALIENATION IN MORTMAIN,Tower of London,Documented,1336-04-06T18:09:24Z,,1336.4.15,,Tower of London,"RBLR 3602 = lower portion (ALSO beginning ""license for the alienation in mortmain"" but has ""RB clerk"")| so, two docs on same day, both ""alienations"", both at Tower|the Nich de Flisco bit preceding = not part of either but got attached during entity labeling","RBLR 3602, 1336.4.15, Licence for the alienation in mortmain, Licence for the alienation in mortmain"
RBLR 3603,RBLR 3603,,Hereford,Documented,1336-04-15T00:00:00Z,,1336.4.15,,Hereford,PRO C 143/238/14,1336.4.15 [*]
RBLR 3604,RBLR 3604,GRANT,Hereford,Documented,1336-04-15T00:00:00Z,,1336.4.15,,Hereford,PRO C 143/238/26,"1336.4.15 [*], grant"
RBLR 3605,RBLR 3605,LICENSE TO ACQUIRE IN MORTMAIN,Doncaster Yorkshire,Documented,1336-12-23T00:00:00Z,,1336.12.23,,Doncaster,CPR,"1336.12.23, Licence"
RBLR 3701,RBLR 3701,LICENSE FOR ALIENATION IN MORTMAIN,Tower of London,Documented,1337-01-12T00:00:00Z,,1337.1.12,,Tower of London,CPR|endorsement = Hereford,"1337.1.12, Licence for the alienation in mortmain"
RBLR 3702,"RBLR 3702, HCM 1068",RECEIPT,chapter-house at Hereford,Documented,1337-02-06T00:00:00Z,,1337.2.6,,chapter-house at Hereford,HCM 1068,"1337.2.6, RECEIPT"
RBLR 3703,RBLR 3703,LICENSE FOR ALIENATION IN MORTMAIN,Westminster,Documented,1337-03-10T00:00:00Z,,1337.3.10,,Westminster,CPR|endorsement = Hereford,"1337.3.10, Licence for the alienation in mortmain"
RBLR 3704,RBLR 3704,LICENSE FOR ALIENATION,Tower of London White Tower (Chancery),Documented,1337-03-10T00:00:00Z,,1337.3.10,,,OCR incomplete|PRO C 143/238/1,"RBLR 3704, 1337.3.10 [*]"
RBLR 3705,RBLR 3705,APPOINTMENT OF PROXIES FOR INSTITUTIONS TO BENEFICES,(Research),Unknown,1337-07-28T00:00:00Z,unknown,"1337.7.28<, 1337.7.28<",,,date = when TCharlton departs to serve as Justiciar of Ireland; MS rubric notes proxies who'll perform benefice induction,"RBLR 3705, 1337.7.28<, 1337.7.28<, Institution to Benefices"
RBLR 3706,"RBLR 3706, HCM R88",PRESENTATION,Guildford Surrey,Documented,1337-12-30T00:00:00Z,,1337.12.30,,Guildford,CPR,"1337.12.30, Presentation"
RBLR 3801,RBLR 3801,INSTITUTION TO BENEFICE,Dorstone Herefordshire church of St Faith Chantry of St Mary,Documented,1338-05-16T00:00:00Z,,1338.5.16,,Dorstone Chantry of St. Mary,"RB inducts per MS (is this Montalt, possibly?)","1338.5.16, Institutions and Collations to Benefices"
RBLR 3802,RBLR 3802,INSTITUTION TO BENEFICE,Croft Herefordshire,Documented,1338-10-08T00:00:00Z,,1338.10.8,,Croft,RB inducts per MS,"1338.10.8, Institutions and Collations to Benefices"
RBLR 3803,"RBLR 3803, HCM R90",INSTITUTION TO BENEFICE,Rock Worcestershire,Documented,1338-10-09T00:00:00Z,,1338.10.9,,Rock,RB inducts per MS,"1338.10.9, Institutions and Collations to Benefices"
RBLR 3901,RBLR 3901,COMMISSION TO EXAMINE REASONS FOR EXCHANGE,Farnham Castle Surrey,Documented,1339-02-24T00:00:00Z,,1339.2.24,,Farnham,,"1339.2.24, Commission"
RBLR 3902,RBLR 3902,MANDATE,Hillingdon Uxbridge Middlesex,Documented,1339-03-05T00:00:00Z,,1339.3.5,,Hillingdon,,"1339.3.5, Mandate"
RBLR 3903,"RBLR 3903, HCM R91",MEMORANDUM,Hartlebury Castle Worcestershire,Documented,1339-04-24T00:00:00Z,,1339.4.24,,Hartlebury,Direction to enact mandate received day prior,"1339.4.24, Memorandum"
RBLR 3904,RBLR 3904,INSTITUTION TO BENEFICE,Fownhope Herefordshire,Documented,1339-10-30T00:00:00Z,,1339.10.30,,Fownhope,RB inducts per MS,"1339.10.30, Institutions and Collations to Benefices."
RBLR 4001,"RBLR 4001, HCM R95",INSTITUTION TO BENEFICE,Kinnersley Herefordshire,Documented,1340-02-16T00:00:00Z,,1340.2.16,,Kinnersley,RB inducts per MS,"1340.2.16, Institutions and Collations to Benefices"
RBLR 4002,RBLR 4002,INSTITUTION TO BENEFICE,Ganarew Herefordshire,Documented,1340-03-13T00:00:00Z,,1340.3.13,,Ganarew (Genreu),RB inducts per MS,"1340.3.13, Institutions and Collations to Benefices"
RBLR 4003,"RBLR 4003, HCM R93",NOTARIAL INSTRUMENT,Farnham Castle Surrey,Documented,1340-04-15T00:00:00Z,,1340.4.15,,Faraham in the diocese of Winchester,HCM 1069,"1340.4.15, NOTARIAL INSTRUMENT"
RBLR 4004,RBLR 4004,MANDATE TO INDUCT,Bredon Bishops Manor Worcestershire,Documented,1340-05-14T00:00:00Z,,1340.5.14,,Bredon,,"1340.5.14, Mandate"
RBLR 4005,RBLR 4005,EXCHANGE OF BENEFICES,(Goodrich Castle),Suggested,1340-09-20T00:00:00Z,,1340.9.20,,,RB inducts per MS,"1340.9.20, Exchanges of Benefices"
RBLR 4101,RBLR 4101,COLLATION TO CANONICAL RESIDENCE,(Hereford residence of Roger de Breynton),Suggested,1341-08-05T00:00:00Z,,1341.8.5,,Canonical house,"canonical house vacated by Roger de Breynton, to be inhab by Wm Sheynton","1341.8.5, Institutions and Collations to Benefices"
RBLR 4201,"RBLR 4201, HCM R95a",NOTARIAL INSTRUMENT,Hereford residence of Roger de Breynton,Documented,1342-04-05T00:00:00Z,,1342.4.5,,household of dominus Roger de Breynton',HCM 1070,"1342.4.5, NOTARIAL INSTRUMENT"
RBLR 4202,"RBLR 4202, HCM 3163",NOTARIAL INSTRUMENT,(Hereford residence of Roger de Breynton),Suggested,1342-04-09T00:00:00Z,,1342.4.9,,,HCM 3163,"1342.4.9, NOTARIAL INSTRUMENT"
RBLR 4203,"RBLR 4203, HCM 1071",NOTARIAL INSTRUMENT,(Hereford residence of Roger de Breynton),Suggested,1342-04-14T00:00:00Z,,1342.4.14,,,HCM 1071,"1342.4.14, NOTARIAL INSTRUMENT"
RBLR 4301,"RBLR 4301, HCM R97",PROVISION OF BENEFICE,Avignon,Documented,1343-06-19T00:00:00Z,,1343.6.19,,Avignon,CPL,"1343.6.19, provision"
RBLR 4302,RBLR 4302,PERMISSION TO ACCEPT ANOTHER PREBEND,Avignon,Documented,1343-06-19T00:00:00Z,,1343.6.19,,Avignon,Grant|CPP,"1343.6.19, On behalf of"
RBLR 4303,"RBLR 4303, HCM 1377",GRANT,Hereford,Documented,1343-08-18T00:00:00Z,,1343.8.18,,Hereford,HCM 1377,"1343.8.18, GRANT"
RBLR 4401,"RBLR 4401, HCM R97a",APPOINTMENT OF PROCTORS,Farnham Castle Surrey,Documented,1344-03-31T00:00:00Z,,1344.3.31,,Farnham,Appointment of Vicars General,"1344.3.31, Appointment"
RBLR 4402,RBLR 4402,COMMISSION TO RECEIVE OBEDIENCE OF CLERGY,Farnham Castle Surrey,Documented,1344-03-31T00:00:00Z,,1344.3.31,,Farnham,,"1344.3.31, Commission"
RBLR 4403,RBLR 4403,COMMISSION TO RECEIVE TEMPORALITIES,Farnham Castle Surrey,Documented,1344-03-31T00:00:00Z,,1344.3.31,,ut supra,,"1344.3.31, Commission"
RBLR 4404,RBLR 4404,APPOINTMENT OF PROCTORS,Farnham Castle Surrey,Documented,1344-03-31T00:00:00Z,,1344.3.31,,ut supra,Appointment as Proctor,"1344.3.31, Appointment"
RBLR 4405,RBLR 4405,LETTERS OF ATTORNEY,Farnham Castle Surrey,Documented,1344-03-31T00:00:00Z,,1344.3.31,,ut supra,Letters of Attorney,"1344.3.31, appoints"
RBLR 4406,RBLR 4406,COLLATION TO CANONICAL RESIDENCE,Farnham Castle Surrey,Documented,1344-04-08T00:00:00Z,,1344.4.8,,Farnham,,"1344.4.8, Collation"
RBLR 4407,RBLR 4407,BISHOP'S MANDATE,Farnham Castle Surrey,Documented,1344-05-02T00:00:00Z,,1344.5.2,,Farnham,ADD embedded doc from Archbp at Stebbenhethe?,"1344.5.2, Mandate"
,,ARCHBISHOP'S MANDATE,Stepney Middlesex,Documented,,,,5 kalends May,,,
RBLR 4501,RBLR 4501,MANDATE,Avignon,Documented,1345-03-14T00:00:00Z,,1345.3.14,,Avinione,,"1345.3.14, Mandate"
RBLR 4502,"RBLR 4502, HCM R97b",GRANT OF THE OFFICE OF NOTARY,Farnham Castle Surrey,Documented,1345-05-14T00:00:00Z,,1345.5.14,,Farnham,,"1345.5.14, Grant of the office"
RBLR 4503,"RBLR 4503, HCM R98",MEMORANDUM,(Farnham Castle Surrey),Suggested,1345-07-18T00:00:00Z,,1345.7.18<,,,"HCM 1378|prob written at Hereford (where principals based) OR possibly Farnham, if in immed aftermath of AO death","1345.7.18<, MEMORANDUM"
RBLR 4503-em1,RBLR 4503-em1,BOND,Sugwas Court Herefordshire,Documented,1318-03-27T00:00:00Z,,twenty-seventh day of March in the year 1318,,Sugwas,"HCM 1378-em1|(embedded doc 1), (embedded doc 1)","twenty-seventh day of March in the year 1318, bonds"
RBLR 4503-em2,RBLR 4503-em2,BOND,Shinfield Berkshire,Documented,1320-02-01T00:00:00Z,,first day of February in the year 1319/20,,Shenyngfeld,"HCM 1378-em2|(embedded doc 2), (embedded doc 2)","first day of February in the year 1319/20, bond"
RBLR 4504,RBLR 4504,LETTERS OF ATTORNEY,(Farnham Castle Surrey),Suggested,1345-07-18T00:00:00Z,,1345.7.18<,,,APPOINTMENT,"1345.7.18<, appoint"
RBLR 4505,RBLR 4505,APPEAL BY EXECUTORS,Avignon,Documented,1345-07-18T00:00:00Z,,1345.7.18<,,,,"1345.7.18<, appeal"
RBLR 4601,RBLR 4601,COMMISSION,Westminster,Documented,1346-04-01T00:00:00Z,,1346.4.1,,,"CFR|instead of enrolling as one massive doc or each commission as its own doc, ending at ""charged therewith"", I am enrolling ONLY the (sub) doc that commissions RBreynton, with text that applies to all","1346.4.1, Commission, The like to the following"
