Document Number,Normalized text,QUOTE_TRANSCRIPTION,Alternate Numbering,UUID,Person ID,Supplemental naming,COMMENTS,TAGS,Unhandled Tags 2,Clerical?,Patronymic?,Named by,Scribe,Principal,Witness,Dead,Gender
HCM 516,Robert the Dyer,Robert the dyer (tinctor),,f1f0eee9-8bcd-405f-98ca-254b84115398,f1f0eee9-8bcd-405f-98ca-254b84115398,,"Eign Street; C&E p.433, 478, 501, 503 (same guy, 1271), this one = 652",Neighbor,Neighbor,,,,,,,,M
HCM 516,Walter the Clerk,walter the clerk,,fa7e7bc9-da5f-462e-adfa-7100870b1f5d,fa7e7bc9-da5f-462e-adfa-7100870b1f5d,,,Witness|Scribe|Clerical,,True,,,Scribe,,Witness,,M
HCM 516,Nicholas de la Barre,"oetas de la Barre, skinner,",,fad5c3f3-a00b-439e-906d-9f35e0765c9b,fad5c3f3-a00b-439e-906d-9f35e0765c9b,skinner,,Principal,,,,,,Principal,,,M
HCM 516,Christina wife of Nicholas de la Barre,Christina his e5,,fcf8615c-8cbc-4dd9-b13f-7bcea4bcb449,fcf8615c-8cbc-4dd9-b13f-7bcea4bcb449,,"wife to Nicolas de la Barre, skinner",Principal|Woman,,,,,,Principal,,,W
HCM 529,Simon de Throkemarton,Simon de Throkemarton',,a9ca20cb-6c32-402f-b5c4-ab84d5ff8dde,06471ce3-d008-417c-b4aa-e8188f7cb62f,,,Witness,,,,,,,Witness,,M
HCM 529,Henry de Marewent,"Henry de Marewent, her brother.",,862741b6-f3b0-4994-aa0e-e2aa71a7d80e,098d45bf-b8e7-4bcc-85ff-ef6f649745cf,her brother,"brother to Emma, widow of Robert son of Richard de Bysshampton",Principal,,,,,,Principal,,,M
HCM 529,John de Pyryton,John de aos,,5043c702-e756-436f-a765-63d3bbe0b06e,3481fa29-31ef-4637-8cca-6f6c64d497d2,,John de Pyryton,Witness,,,,,,,Witness,,M
HCM 529,Henry del Oke of Hucclecote,Henry del Oke,,63c80ef3-60f6-4905-b98f-fcee86743b2f,34ba8370-6b80-4bcd-833c-45061fa48255,,"prob Noak Court, Hucclecote, Gloucester and not Okle Clifford nr Newent",Witness,,,,,,,Witness,,M
HCM 529,Robert de Bysshampton,Robert son of Richard de Bysshampton';,,678c84f0-d4b2-4710-b5a0-5b61b862f20c,420f2c1c-bacf-4531-ae8d-1b14d6246740,son of Richard; husband to Emma,,Dead,,,,Parent,,,,Dead,M
HCM 529,Robert Somery,Robert Somery,,97c69602-caca-4915-a376-0ec4adde29f2,76325bfa-a65c-479b-a4d5-d0808fddbcf0,,,Witness,,,,,,,Witness,,M
HCM 529,Emma de Marewent wife of Robert de Bysshampton,"Emma, widow of Robert son of Richard de Bysshampton'",,2b6e23cb-34ec-4cab-8ef4-6aa3f4837f08,b15a5f37-5103-4371-bde3-bdce58177a3b,widow of Robert son of Richard de Bysshampton',brother to Henre de Marewent,Principal|Woman,,,,Parent,,Principal,,,W
HCM 529,Henry Hubant,Henry Hubaut.,,dc4672ac-541a-47b9-8042-79505622ec97,bea04784-d2a8-493a-ae17-84d9cfea618c,,"gifted furlong to Emma, widow of Robert son of Richard de Bysshampton",Lease-holder,Lease-holder,,,,,,,,M
HCM 529,William de Radenhale,william de Redehale,,611e4281-9c4c-48e9-bb77-04fdda9f0b40,da1334c9-59d1-4872-b893-2f961baa3e4d,,stuff afterward is bad OCR,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 529,Richard de Bysshampton,Richard de Bysshampton',,42bd03c0-81c4-49a5-a070-61f31267cfad,db898c60-ae6c-4e7a-9d09-8d9a95e126d9,,father to Robert de Bysshampton|or maybe it's Richard of B. instead of son Robert|or maybe both,Patronymic,,,True,,,,,,M
HCM 529,Reginald le Porter,Reginald called the porter,,0391f79b-4b47-4c3b-84c6-fcc25a75544e,f84820f8-6685-4278-88d1-a716abb18b2c,,vicinity of Bysshampton,Witness,,,,,,,Witness,,M
HCM 529,Robert Pypard,"Robert Pypard,",,dd829561-771e-46c6-a166-988ef6c3848f,f8b0cc39-4943-4553-89dc-c9391ece1e36,,,Witness,,,,,,,Witness,,M
HCM 529,Roger the Clerk of Bysshampton,Roger the clerk,,fc3c94f5-92a8-4d0a-8b74-f9560380ac1b,fc3c94f5-92a8-4d0a-8b74-f9560380ac1b,,vicinity of Bysshampton; Marewents,Witness|Clerical,,True,,,,,Witness,,M
HCM 530,Henry de Marewent,Henry de Marewent,,f4c1ddad-fca8-4ac9-b7fd-a08d83bca71a,098d45bf-b8e7-4bcc-85ff-ef6f649745cf,,"brother to John de Marewent, clerk",Principal,,,,,,Principal,,,M
HCM 530,Robert de Bysshampton,Robert son of Richard of Byshampton',,4ce3c796-b008-4e26-98fb-04ddbb82bb84,420f2c1c-bacf-4531-ae8d-1b14d6246740,son of Richard,husband to Emma (formerly),Dead,,,,Parent,,,,Dead,M
HCM 530,Walter de Bannebury,Walter de Bannebury,,9bb2c786-45bf-4335-a25e-c7ed1b35fd9b,587458d4-6b7c-489d-bfdc-d8833df6af74,,,Principal|Agent,Agent,,,,,Principal,,,M
HCM 530,John de Marewent,"John de Marewent, clerk",,5caf3a48-987d-44e7-b239-e9f7aef9f3f4,58cde49b-ac81-4b7b-b864-0077f5aa0f53,clerk,brother to Henre de Marewent,Principal|Clerical,,True,,,,Principal,,,M
HCM 530,Emma de Marewent wife of Robert de Bysshampton,Emma his sister and one wife of Robert son of Richard of Byshampton',,1988e143-7348-479d-ad49-c001853d03fc,b15a5f37-5103-4371-bde3-bdce58177a3b,,"""once"" wife, not one wife| i.e. widow of Robert son of Richard|sister to John de Marewent, clerk|elsewhere Emma ""called de Marewent""",Woman|Lease-holder,Lease-holder,,,Parent,,,,,W
HCM 530,Richard de Bysshampton,Richard,,3eca0fd3-a9b0-478d-a06c-83755b97d4ed,db898c60-ae6c-4e7a-9d09-8d9a95e126d9,,father to Robert son of Richard of Byshampton,Patronymic,,,True,,,,,,M
HCM 530,Robert Pypard,Robert Pippard,,d6306772-2753-4570-9729-95dd597d3f70,f8b0cc39-4943-4553-89dc-c9391ece1e36,,,Principal|Agent,Agent,,,,,Principal,,,M
HCM 531,Henry Hubert,"wet Hubert,",,a69b5f36-af64-48c8-9a9c-ef153a3a5e11,bea04784-d2a8-493a-ae17-84d9cfea618c,,mistake for Henry|tagged below,,,,,,,,,,
HCM 531,Simon de Throkemarton,Symon de frokemarton,,a54eb411-edf2-4b57-a060-0706b1984266,06471ce3-d008-417c-b4aa-e8188f7cb62f,,Trokemarton,Witness,,,,,,,Witness,,M
HCM 531,John Durling,John Durling,,0decd353-cb65-4ca2-b590-5ae971e551f8,0decd353-cb65-4ca2-b590-5ae971e551f8,,,Witness,,,,,,,Witness,,M
HCM 531,Fulk de Lucy,Fulk de Lucy knigh,,357450e4-7f2f-43d3-a11c-a2b71038e91d,357450e4-7f2f-43d3-a11c-a2b71038e91d,,Lacey?,Witness,,,,,,,Witness,,M
HCM 531,Robert de Bysshampton,Robert son of Richard de Bissamton,,ed66f07c-5f80-4f26-8abe-490ebd277b37,420f2c1c-bacf-4531-ae8d-1b14d6246740,son of Richard; husband to Emma,,Dead,,,,Parent,,,,Dead,M
HCM 531,John de Marewent,"John de Merewent, her brother,",,24ba46f3-c5cc-4cce-88a9-3461c1707f55,58cde49b-ac81-4b7b-b864-0077f5aa0f53,her brother,"brother to Emma called de Marewent, widow of Robert son of Richard de Bissampton",Principal|Clerical,,True,,,,Principal,,,M
HCM 531,Alexander Pirk' de Bissamton',Alexander Pirk' de Bissamton',,65543f95-855b-4a1b-b3ef-0f8740853b4d,65543f95-855b-4a1b-b3ef-0f8740853b4d,,,Lease-holder,Lease-holder,,,,,,,,M
HCM 531,Robert Somery,Robert Someri,,9c2aa424-d705-40fe-abbf-55bc61de602f,76325bfa-a65c-479b-a4d5-d0808fddbcf0,,,Witness,,,,,,,Witness,,M
HCM 531,John le Kembestere,John le Kembestere,,76da6810-3e07-4be1-a2a7-f983604584fc,76da6810-3e07-4be1-a2a7-f983604584fc,,,Lease-holder,Lease-holder,,,,,,,,M
HCM 531,John Colemon,John Colemon,,99e4fb88-33e4-45da-861a-5a134afc6942,99e4fb88-33e4-45da-861a-5a134afc6942,,,Lease-holder,Lease-holder,,,,,,,,M
HCM 531,Emma de Marewent wife of Robert de Bysshampton,"Emma, called de Marewent, relict of Robert son of Richard de Bissamton', widows",,b15a5f37-5103-4371-bde3-bdce58177a3b,b15a5f37-5103-4371-bde3-bdce58177a3b,"called de Marewent, relict of Robert son of Richard de Bissamton', widows",widow of Robert son of Richard de Bissampton,Principal|Woman,,,,Parent,,Principal,,,W
HCM 531,Henry Hubant,Henry Hubert,,d369ad9a-f9c4-4f2b-b5b3-bd9dd0b94541,bea04784-d2a8-493a-ae17-84d9cfea618c,,,Lease-holder,Lease-holder,,,,,,,,M
HCM 531,Richard de Bysshampton,Richard,,10e84c6c-4b4c-429d-876e-36b6dbeb8a56,db898c60-ae6c-4e7a-9d09-8d9a95e126d9,,father to Robert son of RIchard o Bissampton,Patronymic|Dead,,,True,,,,,Dead,M
HCM 531,Thomas Chartres,Thomas Chartres.,,ec6e25cd-0c0a-4331-b34c-3f828b044ff4,ec6e25cd-0c0a-4331-b34c-3f828b044ff4,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 531,Robert Pypard,"Robert art,",,18e384c6-4fca-47bc-afe3-b446d8384447,f8b0cc39-4943-4553-89dc-c9391ece1e36,,Robert Pipart,Witness,,,,,,,Witness,,M
HCM 531,Roger the Clerk of Bysshampton,Roger the clerk,,35ff3d8a-b114-44d0-b30b-6c77bd9239fb,fc3c94f5-92a8-4d0a-8b74-f9560380ac1b,,vicinity of Bysshampton; Marewents,Witness|Clerical,,True,,,,,Witness,,M
HCM 532,John Andreu de Cloppeleye Condam,John Andreu de Cloppeleye condany,,00acfe38-003c-4b28-a25e-00136ab16c6f,00acfe38-003c-4b28-a25e-00136ab16c6f,,father to Agnes de Gutinga|Cloppeleye condam; vicinity of Brochampton,,,,,,,,,,
HCM 532,Nicholas le Heyr of Brompton,Nicholas le heyr of the same,,a7e4c03e-9fb6-4726-a51e-df83f255d345,04a4805d-bce7-4396-9401-6a59549b7d91,,"i.e. of Brochemton'; NOT the ""heir"" of Nicholas le Vreynss', since next witness = ""so & so hayward of the same""",Witness,,,,,,,Witness,,M
HCM 532,Nicholas Laurence of Brompton,Nicholas le vreynss de brochemton',,e10c16de-bd5f-47a2-89a7-000ef354c8d2,7c189b0f-d34b-4d97-9637-de29ca172c9b,,Frensshe?,Witness,,,,,,,Witness,,M
HCM 532,Robert Andreu de Cloppeleye,"Robert Andreu de Cloppeleye,",,414d6142-79ad-4631-b8c6-d2277b90f2ac,82a28e2f-ad14-4767-8485-740dc21939aa,,,Witness,,,,,,,Witness,,M
HCM 532,Stephen atte Halle de Cranebroke,Stephen de Cronebroc,,6d2890f9-9e35-4913-866f-be5e94e60e69,8c028b66-45ed-455d-af6c-87ea800ae8c5,,"vicinity of brochampton, cloppeleye",Principal,,,,,,Principal,,,M
HCM 532,William le Heyward of Brockhampton,"William le heyward of the sali,",,926a1e2d-5b87-4d35-8933-06216d8291ca,926a1e2d-5b87-4d35-8933-06216d8291ca,,"of the same, ie. of Brochemton'; Brockhampton, nr Bromyard?; or, SE of Hereford, on the Wye? cf William Hayward?",Witness,,,,,,,Witness,,M
HCM 532,Henry de la Hale,Henry de la Hale,,a5f9afd8-78a5-4879-880e-26be3ff2c617,a5f9afd8-78a5-4879-880e-26be3ff2c617,,,Neighbor,Neighbor,,,,,,,,M
HCM 532,Robert de Switinton',"Robert de Switinton', clerk",,b2783f49-d4d1-42e3-97bb-8b4e2b203015,b2783f49-d4d1-42e3-97bb-8b4e2b203015,clerk,,Witness|Scribe|Clerical,,True,,,Scribe,,Witness,,M
HCM 532,Agnes de Gutinga daughter of John Andreu de Cloppeleye Condam,"Agnes de Gutinga, daughter of John Andreu de Cloppeleye condany",,c43a721c-2d8f-4cc8-be01-3860ac774adb,c43a721c-2d8f-4cc8-be01-3860ac774adb,daughter of John Andreu de Cloppeleye condany,Clopperleye condam,Principal|Woman,,,,,,Principal,,,W
HCM 532,William ad Fontem,William ad fontem,,d553af96-4fb2-4913-9ec6-dcf47b37c01a,d553af96-4fb2-4913-9ec6-dcf47b37c01a,,,Neighbor,Neighbor,,,,,,,,M
HCM 533,John atte Hacche,John attehacche,,2475588a-63b8-4ca1-9a2f-f98c43ee3612; e287e087-f863-4e43-bcc0-e0e62c6dd688,2475588a-63b8-4ca1-9a2f-f98c43ee3612,,,Neighbor,Neighbor,,,,Scribe,,Witness,,M
HCM 533,Adam de Oulithe de Bromesberwe,Adem de Oulithe de Bromesberwe,,5a47e861-292f-4dac-9723-baa4bb6f06a9,5a47e861-292f-4dac-9723-baa4bb6f06a9,,Adam de Barewe?,Principal,,,,,,Principal,,,M
HCM 533,Thomas Absolon,Thomas Absolon,,76181707-02e2-4a2e-beff-f5e1b5e5f756,76181707-02e2-4a2e-beff-f5e1b5e5f756,,,Witness,,,,,,,Witness,,M
HCM 533,George le Meleward,George le Meleward,,7aacd63e-3942-4d13-aca7-84c9020d2dae,7aacd63e-3942-4d13-aca7-84c9020d2dae,,Muleward i.e. keeper of the mill [mulne-ward]?,Principal,,,,,,Principal,,,M
HCM 533,Robert de Dyk II of Bromesberuwe,"Robert Dyk',",,4c416116-fa50-4b75-bbc9-5f9402aef2dd,835ad359-e14c-44a1-b4cd-725a73cb8d3c,,,Witness,,,,,,,Witness,,M
HCM 533,William de Cholnhed',"William de Cholnhed',",,db6d7da5-76e7-48ca-b21e-5dbc984279df,db6d7da5-76e7-48ca-b21e-5dbc984279df,,"cf Cholnheued, Walter p.141",Witness,,,,,,,Witness,,M
HCM 533,Walter atte Grene,Walter atte Grene.,,e1ab50c7-aa68-4d45-a2e6-38f97942bbe4,e1ab50c7-aa68-4d45-a2e6-38f97942bbe4,,,Neighbor,Neighbor,,,,,,,,M
HCM 533,John Aubrey,"John Aubrey,",,fefdcdef-33cd-4743-89d6-b99b04215383,fefdcdef-33cd-4743-89d6-b99b04215383,,"cf HCM 503, p.1010, JOhn aubrey de tatington",Witness,,,,,,,Witness,,M
HCM 536,Nicholas de Boklond,"Nicholas ds Bocloni',",,3afd8b6e-3037-4072-a641-06d266914c45,3afd8b6e-3037-4072-a641-06d266914c45,,Bokland?,Principal,,,,,,Principal,,,M
HCM 536,Gilbert de Holme Lacy,Gilbert de Homme lacy,,3ca93476-eccd-4c80-904e-d33da996e95e,3ca93476-eccd-4c80-904e-d33da996e95e,,"father to John|could be Gilbert, father to John de Homme Lacy",,,,,,,,,,
HCM 536,Adam Apeweye,Adam Cpeweye,,480a1673-c47b-470a-929b-cf26aff11682,480a1673-c47b-470a-929b-cf26aff11682,,,Witness,,,,,,,Witness,,M
HCM 536,Henry Partriche of Netherbollinghope,Henry Yertrych de etherebolingehopes,,83918506-0db6-4cdf-88c3-04e969166792,b00f7325-63ea-4ca1-976e-5469ea1a6c73,,,Principal,,,,,,Principal,,,M
HCM 536,John de Holme Lacy,John son of Gilbert de Homme lacy,,f955f744-542b-4c14-ac72-4d59f5049f66,b788de98-a3e4-4f87-8f10-7588821098af,son of Gilbert de Homme Lacy,,Witness,,,,Parent,,,Witness,,M
HCM 536,Nicholas Carles,Nicholas Carles,,e089c31e-586d-4aff-8382-387eb2e32984,c0f6be30-da23-4728-912d-7ac3f6db6184,,,Witness,,,,,,,Witness,,M
HCM 536,William Jones,"William Jones,",,ef390b02-df78-4b8f-b13f-d71acf8eef52,ef390b02-df78-4b8f-b13f-d71acf8eef52,,cf Roger Jones,Witness,,,,,,,Witness,,M
HCM 536,John Godmon,John Godmon,,f4534038-61cd-4583-8499-aaf26c8ce413,f4534038-61cd-4583-8499-aaf26c8ce413,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 537,Hugh de Bruges,Hugh de Bruges,,c31511e1-f061-4101-a4bd-1d3788c3cc22,c31511e1-f061-4101-a4bd-1d3788c3cc22,,,Lease-holder,Lease-holder,,,,,,,,M
HCM 537,dean and chapter of Hereford,Dean and chapter of Hereford;,,78ef46a0-4950-4d51-93f4-93373e6fd421,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Collective|Clerical|Principal,,True,,Collective,,Principal,,,M
HCM 537,Stephen Benastre,"Stephen Benastre, canon.",,d73d5fe1-d97a-4568-a0b6-df6950117028,d73d5fe1-d97a-4568-a0b6-df6950117028,canon,,Principal|Clerical,,True,,,,Principal,,,M
HCM 538,Gilbert father of John and Richard,@ilbert,,b6a91750-9928-4adb-89e7-4a87fc78a1ec,3d3bcca7-df08-446e-ade0-e37ee36aae81,father to John,,Patronymic,,,True,,,,,,M
HCM 538,Adam Apeweye,Adam  Apeweye,,d9ba480f-71e2-42bf-908d-3f9266278927,480a1673-c47b-470a-929b-cf26aff11682,,"by the Weye? (cf Hugh Bytheweye, Walter Byweye)",Witness,,,,,,,Witness,,M
HCM 538,lord of Bullinghope,the lord in chief,,6da2c578-94cd-4b6f-9abd-9e9945e50283,6da2c578-94cd-4b6f-9abd-9e9945e50283,,,Lease-holder|Office,Lease-holder,,,Office,,,,,M
HCM 538,Henry Partriche of Netherbollinghope,Henry Partryech' de Netherbollinghope,,b00f7325-63ea-4ca1-976e-5469ea1a6c73,b00f7325-63ea-4ca1-976e-5469ea1a6c73,,"Partriche, Partridge",Principal,,,,,,Principal,,,M
HCM 538,John de Holme Lacy,John son of @ilbert,,22a67f31-e5f2-474f-b6bb-3ae6b51f121c,b788de98-a3e4-4f87-8f10-7588821098af,son of Gilbert de Homme Lacy,John son of Gilbert,Witness|Scribe,,,,Parent,Scribe,,Witness,,M
HCM 538,Nicholas Carles,Nicholas de Seales,,939b3562-ebdc-4055-aa40-14d81580ecd2; 48bb4cd9-0b27-4746-a5f4-aa492740dc26,c0f6be30-da23-4728-912d-7ac3f6db6184,,,Principal,,,,,,Principal,Witness,,M
HCM 538,William Jones,William Jones,,31859b26-20e4-4c64-aa85-9dca155862ba,ef390b02-df78-4b8f-b13f-d71acf8eef52,,cf Roger Jones,Witness,,,,,,,Witness,,M
HCM 538,Peter de la Wer,"Peter de la Wer,",,fc39c0d3-1fad-4f88-87d8-307e595123a8,fc39c0d3-1fad-4f88-87d8-307e595123a8,,,Witness,,,,,,,Witness,,M
HCM 539,Hugh the Clerk,Hugh the clerk,,7bbcaae7-8008-40bb-a488-ebf91074a4f6,2c03d85a-8109-4b54-bd98-20e4e9f230e3,,,Witness|Scribe|Clerical,,True,,,Scribe,,Witness,,M
HCM 539,Nicholas de Boklond,Nicholas de Boklond,,29653959-fabe-4fda-9389-e15a5e637e2c,3afd8b6e-3037-4072-a641-06d266914c45,,,Principal,,,,,,Principal,,,M
HCM 539,Gilbert de Garewy,"Gilbert de Garewy, chaplain",,4a389fbc-b013-4d41-82f8-479305693a11,4a389fbc-b013-4d41-82f8-479305693a11,chaplain,,Principal|Clerical,,True,,,,Principal,,,M
HCM 539,John Laurence,John Laurence,,713c1f21-20c6-4777-b746-de6d20976b7a,713c1f21-20c6-4777-b746-de6d20976b7a,,,Witness,,,,,,,Witness,,M
HCM 539,Walter Byweye,Walter Bi Weye,,c201388e-9168-4b00-b11a-0a336d4752df,79e38193-19e6-42cf-b9a4-a4ad0f00d34e,,,Witness,,,,,,,Witness,,M
HCM 539,Henry Partriche of Netherbollinghope,Henry Partrich,,fed66bf9-dbfa-41b7-a56b-9411ab0d0e64,b00f7325-63ea-4ca1-976e-5469ea1a6c73,,gift of,Lease-Holder,,,,,,,,,M
HCM 539,James de Hunderton,James de Hundertone,,52a36f9c-d555-4664-9d58-ec88a6d960c3,bbdfce6e-9476-4814-b901-c24446bd1380,,,Principal,,,,,,Principal,,,M
HCM 539,Nicholas Carles,Nicholas Carles,,b57d26b0-8834-491a-ad29-ecde673787ba,c0f6be30-da23-4728-912d-7ac3f6db6184,,,Witness,,,,,,,Witness,,M
HCM 539,Roger Jones,Roger Jones,,e62f7541-ff2b-4965-8dfc-b2dc4a376d91,e62f7541-ff2b-4965-8dfc-b2dc4a376d91,son of William ,witn in HCM 536 & 538 incl Wm Jones,Witness,,,,Parent,,,Witness,,M
HCM 539,William Jones,William,,02b9ff08-98ae-46c6-b6da-1e21c5f96597,ef390b02-df78-4b8f-b13f-d71acf8eef52,father of Roger son of William,father to Roger son of William,Patonymic,,,,,,,,,M
HCM 547,Richard de Braumford I,Richard de Bramford,,f4ffeb41-f622-4439-b73c-e0bdd3dbfe95,0020e911-9805-46ae-8b09-2a56c5868f75,,,Witness,,,,,,,Witness,,M
HCM 547,John le Shipward,John le Sypward,,4c09829f-6af8-4f2a-ba99-46932f5cb909,07c8ef19-f64d-49b5-a866-f11cf059f1ae,,,Witness,,,,,,,Witness,,M
HCM 547,William the Young de Fostone,"William de Foston', chaplain",,3ba893eb-cc17-4cc4-ac7f-1b6cfadc3aa3,0934414c-edea-4554-bf76-dc141f3d2e5c,chaplain,"same as William le Young, or not?",Principal|Clerical,,True,,,,Principal,,,M
HCM 547,Bartholomew le Spicer,Bartholomew the apothecary,,2cc60052-fb24-411a-a983-e56be568a04c,1ff1abc6-e1a7-43f7-9391-15e8c95f8388,,,Witness,,,,,,,Witness,,M
HCM 547,chaplain(s) of St Mary's at Hereford Cathedral,the altar of the Blessed Mary of the church of Hereford,,ca8331cf-1cf4-42fe-8598-701be543ac45,3268bd6f-3e06-4687-b973-e187116b697b,chaplain of St Mary's at Hereford Cathedral,,Neighbor|Office|Clerical,Neighbor,True,,Office,,,,,M
HCM 547,John Lyghtfot,"John Lythfot, bailiff of the chapter",,cc521daf-ba84-4e47-8bf3-9b175965a4dd,3a67e78b-ec43-4730-b479-3431c316781b,bailiff of the chapter,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 547,Philip Howell,Phillip Howell',,929de996-11f8-4c94-8faa-39b6134cbf3a,3d5be2ba-6586-4534-890c-54f487f3c8ee,,,Witness,,,,,,,Witness,,M
HCM 547,Roger Fraunceys de Breynton,Roger franceys,,a82a8444-d81f-4c28-8450-43c075b6ef48,8cf897e3-3fc2-43c0-944a-b6c701e8c210,,,Witness,,,,,,,Witness,,M
HCM 547,Nicholas de la Calewe,Nicholas de la Calewe de Chirchebreynton,,42828b59-caa1-4b6d-b9d9-2a74ce8a5f05,a6bd15db-2d3d-4cc5-a506-7a5f3266c887,,,Principal,,,,,,Principal,,,M
HCM 547,dean and chapter of Hereford,"the chapter,",,446fba1c-629f-4f00-8ecd-65d22a274270,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Clerical|Collective,,True,,Collective,,,,,M
HCM 547,John de Foston,John de Foston,,ff6f25d0-2b6f-4103-8cc0-73dd54fd2934,ff6f25d0-2b6f-4103-8cc0-73dd54fd2934,,"Folkestone? link to Wm Fostone aka the young, later receiver of D&C",Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 552,Simon de Ludlow,"Simon de Lodelawe,  : clerk.",,9af5f24d-fe23-4d51-8c68-4e0ecdb7ca46,00e298b8-c8f5-48cf-96bb-c24eb7203c27,clerk,,Witness|Scribe|Clerical,,True,,,Scribe,,Witness,,M
HCM 552,Roger de Mora,"Roger,",,7f06f6be-6678-44ec-8be4-233c0e56ff87,31e8338d-7d04-4405-8c6b-e0529f0fb30a,father to Walter son of Roger de Mora,,Patronymic,,,True,,,,,,M
HCM 552,Agnes wife of John Armelyn de Lude Godefray,"Agnes,formerly wife of John Armelyn de Iude Godefray, widow",,46442f5d-9e35-4853-bad6-7ddbdcc213c8,46442f5d-9e35-4853-bad6-7ddbdcc213c8,"widow; formerly wife of John Armelyn de Iude Godefray, widow",,Principal|Woman,,,,,,Principal,,,W
HCM 552,Walter de Mora,"Walter son ef Roger,",,19db9963-94c8-4deb-81cb-c70e0ad5f272,5be0e491-b57e-41df-b12f-83bad09e6075,son of Roger,in lude godfrey|scribe simon ludlow,Witness,,,,,,,Witness,,M
HCM 552,William de Arundel,"William de Arundel,",,42020bb2-18a1-4ab1-9c1a-be99181e09cb,6d732a6c-8c91-4b30-a5ca-b79de8bac0ed,,,Witness,,,,,,,Witness,,M
HCM 552,Hugh Hatherich,"Hugh Hatherich,",,79547ee4-8b22-43d6-acce-27b1da45e4ad,79547ee4-8b22-43d6-acce-27b1da45e4ad,,,Witness,,,,,,,Witness,,M
HCM 552,Philip de Holemar,"Phillip de holemar’, clerk",,9044f5eb-2387-4e01-90f1-2cb8b4abf717,a145341f-1a87-4e20-98be-cbb61207b840,clerk,,Witness|Clerical,,True,,,,,Witness,,M
HCM 552,William de Lude,"William de Lude, chaplain.",,3ac4b3d8-28de-449c-8ae1-f3e02026585e,dde72776-9df8-4ec9-825f-1209b1c2b78f,chaplain,"i.e. Lude Godfrey, presumably",Principal|Clerical,,True,,,,Principal,,,M
HCM 552,Walter the Young,Walter the young,,e2662f16-3cff-4f8d-9b70-527acd8b5f46,e2662f16-3cff-4f8d-9b70-527acd8b5f46,,,Witness,,,,,,,Witness,,M
HCM 552,John Armelyn de Lude Godefray,John Armelyn de Iude Godefray,,fcaf9f79-67a7-4fd9-b457-5664dc5f1af3,fcaf9f79-67a7-4fd9-b457-5664dc5f1af3,,"husband to Agnes|Lude Godefrey, not Iude",Dead,,,,,,,,Dead,M
HCM 555,Margery wife of Phillip de Coquina de Prestebury,Margery his wife,,d5348afe-1c35-40a1-9e57-829ddf9e0756,02671bee-e3c0-41d8-a354-326fcfcaa6e8,,wife to Phillip de Coquina de Prestbury,Principal|Woman,,,,,,Principal,,,W
HCM 555,Philip de Coquina de Prestbury,rhillip de Coquina de Prestebury,,1b2b5424-4f9f-4766-bbc3-67a7404e365c,1b2b5424-4f9f-4766-bbc3-67a7404e365c,,Phillip|husband to Margery,Principal,,,,,,Principal,,,M
HCM 555,John de Trillek,"John, bishop of Hereford",,b5cf44b3-4a40-470f-8c84-e9fc934dec74,60d3ffe2-5bb4-48a4-91de-484a580e94d0,bishop of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 555,Thomas de Trillek,"Thomas, dean of the cathedral church of Hereford, and the ow thereof",,06e33c85-ddd1-4db1-a7d6-5474c63d08e2,7f127d70-b055-4d82-aea1-ba4269cb716f,dean of Hereford,,Collective|Clerical|Principal,,True,,Collective,,Principal,,,M
HCM 555,dean and chapter of Hereford,,,,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,,,,,,,Collective,,Principal,,,
HCM 555-em,Margery wife of Phillip de Coquina de Prestebury,Margery his wife,,02671bee-e3c0-41d8-a354-326fcfcaa6e8,02671bee-e3c0-41d8-a354-326fcfcaa6e8,,wife to Phillip de Coquina de Prestbury,Principal|Woman,,,,,,Principal,,,W
HCM 555-em,Philip de Coquina de Prestbury,rhillip de Coquina de Prestebury,,274e465c-9101-447f-9ee4-f616210698d7,1b2b5424-4f9f-4766-bbc3-67a7404e365c,,Phillip|husband to Margery,Principal,,,,,,Principal,,,M
HCM 555-em,Henry de Froogemersshe,ilenry de oo,,3c0d4666-c3ca-45d9-b28a-77bae2b2fc74,3c0d4666-c3ca-45d9-b28a-77bae2b2fc74,,Henry de Frggemersshe (Frogmarsh)|former lease holder,Lease-Holder,,,,,,,,,M
HCM 555-em,Robert le Parkere,Robert le parkére,,484c62f5-3caf-429e-b39e-83448c7b0c11,484c62f5-3caf-429e-b39e-83448c7b0c11,,Fownhope (Heref.) nowhere near Prestbury (Glos.),Witness,,,,,,,Witness,,M
HCM 555-em,John de Prestbury,John de ig ye pest,,4e438082-5294-4535-b70f-b338003f3148,4e438082-5294-4535-b70f-b338003f3148,,John de Prestbury,Witness,,,,,,,Witness,,M
