Document Number	Doc Type	Given At	Earliest Date	Latest Date	DATE	Date notes	Given at_old	COMMENTS	QUOTE_TRANSCRIPTION
RBLR 1712	RECEIPT	Bosebury	1317-05-03T00:00:00Z		1317.5.3		Bosebury		1317.5.3, RECEIPT
RBLR 1713	RECEIPT	Bos'	1317-05-05T00:00:00Z		1317.5.5		Bos'		1317.5.5, RECEIPT
RBLR 1714	RECEIPT	Hereford	1317-05-05T00:00:00Z		1317.5.5		Hereford		1317.5.5, RECEIPT
RBLR 1715	RECEIPT	Hereford	1317-05-09T00:00:00Z		1317.5.9		Hereford		1317.5.9, RECEIPT
RBLR 1716	RECEIPT	Hereford	1317-05-09T00:00:00Z		1317.5.9		Hereford		1317.5.9, RECEIPT
RBLR 1717	RECEIPT	Hereford	1317-05-10T00:00:00Z		1317.5.10		Hereford		1317.5.10, RECEIPT
RBLR 1718	RECEIPT	Hereford	1317-05-12T00:00:00Z		1317.5.12		Hereford		1317.5.12, RECEIPT
RBLR 1719	RECEIPT	Hereford	1317-05-14T00:00:00Z		1317.5.14		Hereford		1317.5.14, RECEIPT
RBLR 1720	RECEIPT	Hereford	1317-05-14T00:00:00Z		1317.5.14		Hereford		1317.5.14, RECEIPT
RBLR 1721	RECEIPT	Hereford	1317-05-14T00:00:00Z		1317.5.14		Hereford		1317.5.14, RECEIPT
RBLR 1722	RECEIPT	Hereford	1317-05-14T00:00:00Z		1317.5.14		Hereford		1317.5.14, RECEIPT
RBLR 1723	RECEIPT	Hereford	1317-05-14T00:00:00Z		1317.5.14		Hereford		1317.5.14, RECEIPT
RBLR 1724	RECEIPT	Hereford	1317-05-15T00:00:00Z		1317.5.15		Hereford		1317.5.15, RECEIPT
RBLR 1725	RECEIPT	Hereford	1317-05-16T00:00:00Z		1317.5.16		Hereford		1317.5.16, RECEIPT
RBLR 1726	RECEIPT	Lodelawe	1317-05-16T00:00:00Z		1317.5.16		Lodelawe		1317.5.16, RECEIPT
RBLR 1727	RECEIPT	Hereford	1317-05-17T00:00:00Z		1317.5.17		Hereford		1317.5.17, RECEIPT
RBLR 1728	RECEIPT	Hereford	1317-05-17T00:00:00Z		1317.5.17		Hereford		1317.5.17, RECEIPT
RBLR 1729	RECEIPT	Hereford	1317-05-17T00:00:00Z		1317.5.17		Hereford		1317.5.17, RECEIPT
RBLR 1730	RECEIPT	Hereford	1317-05-18T00:00:00Z		1317.5.18		Hereford		1317.5.18, RECEIPT
RBLR 1731	RECEIPT	Hereford	1317-05-18T00:00:00Z		1317.5.18		Hereford		1317.5.18, RECEIPT
RBLR 1732	RECEIPT	Hereford	1317-05-18T00:00:00Z		1317.5.18		Hereford		1317.5.18, RECEIPT
RBLR 1733	RECEIPT	Hereford	1317-05-18T00:00:00Z		1317.5.18		Hereford		1317.5.18, RECEIPT
RBLR 1734	RECEIPT	Hereford	1317-05-18T00:00:00Z		1317.5.18		Hereford		1317.5.18, RECEIPT
RBLR 1735	RECEIPT	Hereford	1317-05-19T00:00:00Z		1317.5.19		Hereford		1317.5.19, RECEIPT
RBLR 1736	GRANT	Hereford	1317-06-09T00:00:00Z		1317.6.9		Hereford		1317.6.9, GRANT
RBLR 1737	RECEIPT	London	1317-07-12T00:00:00Z		1317.7.12		London		1317.7.12, RECEIPT
RBLR 1738	RECEIPT	London	1317-07-13T00:00:00Z		1317.7.13		London		1317.7.13, RECEIPT
RBLR 1739	RECEIPT	Canterbury	1317-07-14T00:00:00Z		1317.7.14		Canterbury		1317.7.14, RECEIPT
RBLR 1740	RECEIPT	Canterbury	1317-07-17T00:00:00Z		1317.7.17		Canterbury		1317.7.17, RECEIPT
RBLR 1741	RECEIPT	London	1317-08-02T00:00:00Z		1317.8.2		London		1317.8.2, RECEIPT
RBLR 1742	binds	Tame	1317-08-08T00:00:00Z		1317.8.8		Tame	BOND	1317.8.8, binds
RBLR 1743	RECEIPT	Hereford	1317-09-09T00:00:00Z		1317.9.9		Hereford		1317.9.9, RECEIPT
RBLR 1744	will		1317-10-17T00:00:00Z	1317 oct 24 	1317.10.17-24	1317 oct 24 			1317.10.17-24, will
RBLR 1745	RECEIPT	Sugwas	1317-10-25T00:00:00Z		1317.10.25		Sugwas		1317.10.25, receipt
RBLR 1746	RECEIPT	Sugwas	1317-10-26T00:00:00Z		1317.10.26		Sugwas		1317.10.26, receipt
RBLR 1801	resigns	Bosebury	1318-02-02T00:00:00Z		1318.2.2		Bosebury	Resignationd	1318.2.2, resigns
RBLR 1802	REMISSIO	Bosebury	1318-02-06T00:00:00Z		1318.2.6		Bosebury	Remission of claim	1318.2.6, REMISSIO
RBLR 1803	resigns,  commissions	Bosebury	1318-02-13T00:00:00Z		1318.2.13		Bosebury	Resignation	1318.2.13, resigns, commissions
RBLR 1804	GRANT	Hereford	1318-03-09T00:00:00Z		1318.3.9		Hereford		1318.3.9, GRANT
RBLR 1805	RECEIPT	Canterbury	1318-03-22T00:00:00Z		1318.3.22		Canterbury		1318.3.22, RECEIPT
RBLR 1806	RECEIPT	Canterbury	1318-03-22T00:00:00Z		1318.3.22		Canterbury		1318.3.22, RECEIPT
RBLR 1807	RECEIPT	Canterbury	1318-03-22T00:00:00Z		1318.3.22		Canterbury		1318.3.22, RECEIPT
RBLR 1808	RECEIPT	Canterbury	1318-03-22T00:00:00Z		1318.3.22		Canterbury		1318.3.22, RECEIPT
RBLR 1809	RECEIPT	Canterbury	1318-03-23T00:00:00Z		1318.3.23		Canterbury		1318.3.23, RECEIPT
RBLR 1810	RECEIPT	Canterbury	1318-03-23T00:00:00Z		1318.3.23		Canterbury		1318.3.23, RECEIPT
RBLR 1811	RECEIPT	Canterbury	1318-03-23T00:00:00Z		1318.3.23		Canterbury		1318.3.23, RECEIPT
RBLR 1812	RECEIPT	Canterbury	1318-03-23T00:00:00Z		1318.3.23		Canterbury		1318.3.23, RECEIPT
RBLR 1813	RECEIPT	Wyngeham	1318-03-24T00:00:00Z		1318.3.24		Wyngeham		1318.3.24, RECEIPT
RBLR 1814	RECEIPT	Canterbury	1318-03-25T00:00:00Z		1318.3.25		Canterbury		1318.3.25, RECEIPT
RBLR 1815	MEMORANDUM	Heybury juxta Londonias	1318-06-03T00:00:00Z		1318.6.3		Heybury juxta Londonias		1318.6.3, Memorandum
RBLR 1816	MANDATE	papal	1318-07-18T00:00:00Z		1318.7.18		papal		1318.7.18, Mandate
RBLR 1817	PROCURATORIUM	Rue in Pontinio	1318-07-29T00:00:00Z		1318.7.29		Rue in Pontinio	Appointment as Proctoc	1318.7.29, PROCURATORIUM
RBLR 1818	ALIUD PROCURATORIUM	superius contentis.	1318-07-29T00:00:00Z		1318.7.29		superius contentis.	Appointment as Proxy	1318.7.29, ALIUD PROCURATORIUM
RBLR 1819	AGREEMENT	Westminster	1318-10-06T00:00:00Z		1318.10.6		Westminster		1318.10.6, Agreement
RBLR 1901	RELEASE	Hereford	1319-01-14T00:00:00Z		1319.1.14		Hereford		1319.1.14, RELEASE
RBLR 1902	Protection with clause volnmus	York	1319-01-18T00:00:00Z		1319.1.18		York	clause volumus?	1319.1.18, Protection, with clause
RBLR 1903	Provision		1319-04-26T00:00:00Z		1319.4.26				1319.4.26, Provision
RBLR 1904	RENUNCIACIO	Avinione	1319-05-04T00:00:00Z		1319.5.4		Avinione	RENUNCIATION	1319.5.4, RENUNCIACIO
RBLR 1905	OBLIGACIO	Avinione	1319-05-06T00:00:00Z		1319.5.6		Avinione	BOND	1319.5.6, OBLIGACIO
RBLR 1906	REMISSIO	Avinione in hospicio quod tunc temporis inhabitavit venerabilis pater predictus	1319-05-06T00:00:00Z		1319.5.6		Avinione in hospicio quod tunc temporis inhabitavit venerabilis pater predictus	Remission (of pension grant, when he gets a benfice)	1319.5.6, REMISSIO
RBLR 1907	PROCURATORIUM	prioratu sancti Rufi juxta Avynyonem	1319-06-19T00:00:00Z		1319.6.19		prioratu sancti Rufi juxta Avynyonem	Appointment at Proctor	1319.6.19, PROCURATORIUM
RBLR 1908	assigns	prioratu sancti Rufi juxta Avynyonem	1319-09-08T00:00:00Z		1319.9.8		prioratu sancti Rufi juxta Avynyonem	ASSIGNMENT (of canonical houses)	1319.9.8, assigns
RBLR 1909	commissions	prioratu sancti Rufi juxta Avynyonem	1319-09-15T00:00:00Z		1319.9.15		prioratu sancti Rufi juxta Avynyonem	COMMISSION	1319.9.15, commissions
RBLR 1910	GRANT	Hereford	1319-11-04T00:00:00Z		1319.11.4		Hereford		1319.11.4, GRANT
RBLR 2001	The like		1320-02-28T00:00:00Z		1320.2.28			PROTECTION	1320.2.28, The like
RBLR 2003	LETTER	Lambeth	1320-07-31T00:00:00Z		1320.7.31		Lambeth		1320.7.31, LETTER
RBLR 2004	RELEASE	Hereford	1320-12-17T00:00:00Z		1320.12.17		Hereford		1320.12.17, RELEASE
RBLR 2101	LETTER	Shenyngfeld	1321-02-01T00:00:00Z		1321.2.1		Shenyngfeld	LETTERS	1321.2.1, LITTERA
RBLR 2102	ACKNOWLEDGEMENT	Westminster	1321-02-18T00:00:00Z		1321.2.18		Westminster		1321.2.18, Acknowledgment
RBLR 2104	Protection with clause volnmus	Westminster	1321-02-22T00:00:00Z		1321.2.22		Westminster		1321.2.22, Protection with clause volnmus
RBLR 2105		Westm’	1321-02-24T00:00:00Z		1321.2.24		Westm’		1321.2.24
RBLR 2106	PROCURATORIUM	Bosebury	1321-11-29T00:00:00Z		1321.11.29		Bosebury	Appointment as Proxy	1321.11.29, PROCURATORIUM
RBLR 2107	Certificate	Bosebury	1321-11-29T00:00:00Z		1321.11.29, xjº Kal. Decembris, xviijº Kal. Octobris,  anno Domini M°CCC°xxjº, xvijº Kal. Decembris,  anno Domini supradicto, iijº Kal. Decembris		Bosebury	for main doc, for embedded doc, for embeded doc	1321.11.29, Certificate, xjº Kal. Decembris, xviijº Kal. Octobris, anno Domini M°CCC°xxjº, xvijº Kal. Decembris, anno Domini supradicto, iijº Kal. Decembris
RBLR 2201	Dispensations for absence:	To	1322-03-17T00:00:00Z		1322.3.17		To		1322.3.17, Dispensations for absence:
RBLR 2202	letters freeing him from liability,  Memorandum	quod	1322-03-19T00:00:00Z		1322.3.19		quod		1322.3.19, letters freeing him from liability, Memorandum
RBLR 2203	SUBSTITUCIO	Prestebury	1322-03-19T00:00:00Z		1322.3.19		Prestebury	appointment of substitute proctor	1322.3.19, SUBSTITUCIO
RBLR 2501	protectione,  literas Regis de attornatu	Turr. Lond.	1325-08-21T00:00:00Z		1325.8.21		Turr. Lond.	Letters of Protection, royal letters of attorney?	1325.8.21, protectione, literas Regis de attornatu
RBLR 2502	Protection	Dover	1325-09-05T00:00:00Z		1325.9.5		Dover	Letters of protection	1325.9.5, Protection
RBLR 2601	Institutions and Collations to Benefices		1326-09-08T00:00:00Z		1326.9.8				1326.9.8, Institutions and Collations to Benefices
RBLR 2602	Institutions and Collations to Benefices	Prebend of Wellington	1326-11-16T00:00:00Z		1326.11.16		Prebend of Wellington		1326.11.16, Institutions and Collations to Benefices
RBLR 2603	Final settlement	Lamhethe	1326-11-17T00:00:00Z		1326.11.17, ijº Kal. Augusti,  anno Domini M°CCC°xx		Lamhethe	contains embedded doc, date of embedded doc	RBLR 2603, 1326.11.17, Final settlement, ijº Kal. Augusti, anno Domini M°CCC°xx
RBLR 2701	letters		1327-03-24T00:00:00Z		1327.3.24			Letters of Attorney	1327.3.24, letters
RBLR 2801	LETTERS PATENT	London	1328-03-05T00:00:00Z		1328.3.5		London	contains embedded doc	RBLR 2801, 1328.3.5, LETTERS PATENT
RBLR 2801-em	LETTER		1320-07-31T00:00:00Z		31 July 1320			(embedded doc)|(PS unclear whether the embedded letter from Archb also specifically mentions RB & J de la Felde, or not, so have left blank for now), (embedded doc)	letter, 31 July 1320,
RBLR 2802	Commission	Cleeve	1328-04-14T00:00:00Z		1328.4.14		Cleeve		1328.4.14, Commission
RBLR 2803	MEMORANDUM	Worcester	1328-06-19T00:00:00Z		1328.6.19		Worcester		1328.6.19, Memorandum
RBLR 2804	Formal union	capitulo Herefordensi	1328-10-08T00:00:00Z		1328.10.8		capitulo Herefordensi	of two canonical houses in Cabache Lane	1328.10.8, Formal union
RBLR 2901	AGREEMENT	Bredon	1329-07-15T00:00:00Z		1329.7.15		Bredon		1329.7.15, AGREEMENT
RBLR 2902	MEMORANDUM	Blockley	1329-10-17T00:00:00Z				Blockley	of institution & collation	Memorandum
RBLR 2903	MEMORANDUM	Blockley	1329-10-17T00:00:00Z		1329.10.17		Blockley	of collation	1329.10.17, Memorandum
RBLR 3001	LETTERS PATENT		1330-03-20T00:00:00Z		1330.3.20				1330.3.20, LETTERS PATENT
RBLR 3001-em	alienation in mortmain		1327-11-05T00:00:00Z		1327,  November 5			(embedded doc), License for alientation in mortmain|(embedded doc)	5 November 1327, alienation in mortmain
RBLR 3002	ORDINANCE	capitulo nostro Herefordensi	1330-04-10T00:00:00Z		1330.4.10		capitulo nostro Herefordensi		1330.4.10, Ordinance
RBLR 3003	INSPEXIMUS AND CONFIRMATION	chapter	1330-07-01T00:00:00Z		1330,  July 1		chapter	date of inspeximus	1330, July 1, INSPEXIMUS AND CONFIRMATION
RBLR 3003-em	GRANT	Ros	1330-06-06T00:00:00Z		6 June 1330		Ros	(embedded doc), (embedded doc)	Grant, 6 June 1330
RBLR 3004	INSPEXIMUS AND CONFIRMATION	Hereford in the chapter	1330-07-01T00:00:00Z		1330.7.1		Hereford in the chapter		1330.7.1, INSPEXIMUS AND CONFIRMATION
RBLR 3004-em	GRANT	Hereford	1330-06-06T00:00:00Z		6 June 1330		Hereford	(embedded doc), (embedded doc)	Grant, 6 June 1330
RBLR 3005	letters	Hartlebury	1330-11-07T00:00:00Z		1330.11.7		Hartlebury	LETTERS OF COMMENDATION	1330.11.7, Letters
RBLR 3006	MANDATE		1330-11-07T00:00:00Z		1330.11.7				1330.11.7, Mandate
RBLR 3101	Protection with clause volnmus	Westminster	1331-01-16T00:00:00Z		1331.1.16		Westminster		1331.1.16, Protection with clause volumus
RBLR 3102	Commission	London	1331-01-18T00:00:00Z		1331.1.18		London		1331.1.18, Commission
RBLR 3103	ORDER	Hartlebury	1331-06-21T00:00:00Z		1331.6.21		Hartlebury	ORDER TO INSTALL	1331.6.21, order
RBLR 3104	MEMORANDUM	Hartlebury	1331-06-21T00:00:00Z		1331.6.21		Hartlebury		1331.6.21, Memorandum
RBLR 3105	MEMORANDUM	Hartlebury	1331-06-21T00:00:00Z		1331.6.21		Hartlebury		1331.6.21, Memorandum
RBLR 3106	Collation	Hartlebury	1331-06-21T00:00:00Z		1331.6.21		Hartlebury		1331.6.21, Collation
RBLR 3107	Commission	Hartlebury	1331-06-21T00:00:00Z		1331.6.21		Hartlebury		1331.6.21, Commission
RBLR 3108	Commission		1331-06-21T00:00:00Z		1331.6.21 [*]				1331.6.21 [*], Commission
RBLR 3109	Commission	Gloucester.	1331-06-21T00:00:00Z		1331.6.21 [*]		Gloucester.		1331.6.21 [*], Commission
RBLR 3110	MEMORANDUM	Withington	1331-09-19T00:00:00Z	1331 sept 20	1331.9.19-20	1331 sept 20	Withington		1331.9.19-20, Memorandum
RBLR 3111	MEMORANDUM	Withington	1331-09-19T00:00:00Z	1331 sept 20	1331.9.19-20	1331 sept 20	Withington		1331.9.19-20, Memorandum
RBLR 3112	MEMORANDUM	Withington	1331-09-20T00:00:00Z		1331.9.20		Withington		1331.9.20, Memorandum
RBLR 3113	MEMORANDUM		1331-09-20T00:00:00Z		1331.9.20				1331.9.20, Memorandum
RBLR 3201	1332.1.22,  appoints	Hartlebury	1332-01-14T00:00:00Z		1332.1.22		Hartlebury	APPOINTMENT	1332.1.22, appoints
RBLR 3202	ORDINANCE	chapter-house at Wormesleye	1332-03-26T00:00:00Z		1332.3.26		chapter-house at Wormesleye		1332.3.26, ORDINANCE
RBLR 3203	GRANT	Waltham	1332-04-23T00:00:00Z		1332.4.23		Waltham		1332.4.23, Grant
RBLR 3204	Process of the election,  Memorandum	chapel of his manor of Hartlebury	1332-07-02T00:00:00Z		2 July 1332		chapel of his manor of Hartlebury		Process of the election, Memorandum, 2 July 1332
RBLR 3204-em1	ACTA	Suckley (Sukkelegh) parish church	1332-07-09T00:00:00Z		Thursday after St. Thomas [i.e. 9 July]		Suckley (Sukkelegh) parish church	(embedded doc 1), (embedded doc 1)|1332 July 9	Acta, Thursday after St. Thomas [i.e. 9 July]
RBLR 3204-em2	confirm	chapel of Hartlebury	1332-07-17T00:00:00Z		17 July]		chapel of Hartlebury	(embedded doc 2)|1332, July 17, (embedded doc 2)|Confirmation	17 July], confirm
RBLR 3204-em3	profession	chapel of his manor of Hartlebury	1332-07-19T00:00:00Z		19th day of the same month and year		chapel of his manor of Hartlebury	(embedded doc 3)|1332 July 19, Installation (as Abbot)|(embedded doc 3)	19th day of the same month and year, profession
RBLR 3205	MEMORANDUM	Withington	1332-10-28T00:00:00Z		1332.10.28		Withington		1332.10.28, Memorandum
RBLR 3206	Commission	London	1332-11-09T00:00:00Z		1332.11.9		London		1332.11.9, Commission
RBLR 3207	Appointment,  duplicate	London	1332-11-09T00:00:00Z		1332.11.9		London		1332.11.9, Appointment, duplicate
RBLR 3208	appoints	Londoniis	1332-11-20T00:00:00Z		1332.11.20		Londoniis	Appointment	1332.11.20, appoints
RBLR 3301	Commission	Crughowel	1333-03-17T00:00:00Z		1333.3.17		Crughowel		1333.3.17, Commission
RBLR 3302		Hereford	1333-08-28T00:00:00Z		1333.8.28		Hereford		1333.8.28
RBLR 3303		Hereford	1333-08-29T00:00:00Z		1333.8.29		Hereford		1333.8.29
RBLR 3304		Hereford	1333-11-20T00:00:00Z		1333.11.20, 28 Aug.,  A.D. 1333		Hereford	date of document enrollment into register?, date of the compositions of the letter, which is later (1333.11.20) enrolled in register	1333.11.20, 28 Aug., A.D. 1333
RBLR 3401	Commission	Hartlebury	1334-01-30T00:00:00Z		1334.1.30		Hartlebury		1334.1.30, Commission
RBLR 3402	Commission	Hartlebury	1334-01-30T00:00:00Z		1334.1.30		Hartlebury		1334.1.30, Commission
RBLR 3404	Commission	Crookham	1334-04-24T00:00:00Z		1334.4.24		Crookham		1334.4.24, Commision
RBLR 3405	Certification	Hampstead Marshall	1334-09-15T00:00:00Z		1334.9.15		Hampstead Marshall	date of main doc	1334.9.15, Certification
RBLR 3502	MANDATE	Hampton Lucy (Hampton Episcopi)	1335-12-01T00:00:00Z		1335.12.1		Hampton Lucy (Hampton Episcopi)		1335.12.1, Mandate
RBLR 3602	Licence for the alienation in mortmain	Tower of London	1336-04-06T18:09:24Z		1336.4.15		Tower of London	"the lower portion of this document (beginning ""license for the alienation in mortmain) is another document, probably meant to have been used as text for RBLR_3601, which currently has incorrect text. Please replace RBLR_3601 text with lower portion of what is now RBLR_3602"	RBLR 3602, 1336.4.15, Licence for the alienation in mortmain, Licence for the alienation in mortmain
RBLR 3601	Licence for the alienation in mortmain	Hereford	1336-04-15T00:00:00Z				Hereford	Was attached to 3602 during entity labeling 	
RBLR 3603		Hereford	1336-04-15T00:00:00Z		1336.4.15		Hereford		1336.4.15 [*]
RBLR 3604	GRANT	Hereford	1336-04-15T00:00:00Z		1336.4.15		Hereford		1336.4.15 [*], grant
RBLR 3605	Licence	Doncaster	1336-12-23T00:00:00Z		1336.12.23		Doncaster		1336.12.23, Licence
RBLR 3701	Licence for the alienation in mortmain	Tower of London	1337-01-12T00:00:00Z		1337.1.12		Tower of London		1337.1.12, Licence for the alienation in mortmain
RBLR 3702	RECEIPT	chapter-house at Hereford	1337-02-06T00:00:00Z		1337.2.6		chapter-house at Hereford		1337.2.6, RECEIPT
RBLR 3703	Licence for the alienation in mortmain	Westminster	1337-03-10T00:00:00Z		1337.3.10		Westminster		1337.3.10, Licence for the alienation in mortmain
RBLR 3704			1337-03-10T00:00:00Z		1337.3.10			OCR text appears incomplete	RBLR 3704, 1337.3.10 [*]
RBLR 3705	Institution to Benefices		1337-07-28T00:00:00Z	unknown	1337.7.28<, 1337.7.28<			no text, date only	RBLR 3705, 1337.7.28<, 1337.7.28<, Institution to Benefices
RBLR 3706	PRESENTATION	Guildford	1337-12-30T00:00:00Z		1337.12.30		Guildford		1337.12.30, Presentation
RBLR 3801	Institutions and Collations to Benefices	Chantry of St. Mary	1338-05-16T00:00:00Z		1338.5.16		Chantry of St. Mary		1338.5.16, Institutions and Collations to Benefices
RBLR 3802	Institutions and Collations to Benefices	Croft	1338-10-08T00:00:00Z		1338.10.8		Croft		1338.10.8, Institutions and Collations to Benefices
RBLR 3803	Institutions and Collations to Benefices	Rock	1338-10-09T00:00:00Z		1338.10.9		Rock		1338.10.9, Institutions and Collations to Benefices
RBLR 3901	Commission	Farnham	1339-02-24T00:00:00Z		1339.2.24		Farnham		1339.2.24, Commission
RBLR 3902	MANDATE	Hillingdon	1339-03-05T00:00:00Z		1339.3.5		Hillingdon		1339.3.5, Mandate
RBLR 3903	MEMORANDUM	Hartlebury	1339-04-24T00:00:00Z		1339.4.24		Hartlebury		1339.4.24, Memorandum
RBLR 3904	Institutions and Collations to Benefices	Fownhope	1339-10-30T00:00:00Z		1339.10.30		Fownhope		1339.10.30, Institutions and Collations to Benefices.
RBLR 4001	Institutions and Collations to Benefices	Kinnersley	1340-02-16T00:00:00Z		1340.2.16		Kinnersley		1340.2.16, Institutions and Collations to Benefices
RBLR 4002	Institutions and Collations to Benefices	Ganarew (Genreu)	1340-03-13T00:00:00Z		1340.3.13		Ganarew (Genreu)		1340.3.13, Institutions and Collations to Benefices
RBLR 4003	NOTARIAL INSTRUMENT	Faraham in the diocese of Winchester	1340-04-15T00:00:00Z		1340.4.15		Faraham in the diocese of Winchester		1340.4.15, NOTARIAL INSTRUMENT
RBLR 4004	MANDATE	Bredon	1340-05-14T00:00:00Z		1340.5.14		Bredon		1340.5.14, Mandate
RBLR 4005	Exchanges of Benefices		1340-09-20T00:00:00Z		1340.9.20				1340.9.20, Exchanges of Benefices
RBLR 4101	Institutions and Collations to Benefices	Canonical house	1341-08-05T00:00:00Z		1341.8.5		Canonical house		1341.8.5, Institutions and Collations to Benefices
RBLR 4201	NOTARIAL INSTRUMENT	household of dominus Roger de Breynton'	1342-04-05T00:00:00Z		1342.4.5		household of dominus Roger de Breynton'		1342.4.5, NOTARIAL INSTRUMENT
RBLR 4202	NOTARIAL INSTRUMENT		1342-04-09T00:00:00Z		1342.4.9				1342.4.9, NOTARIAL INSTRUMENT
RBLR 4203	NOTARIAL INSTRUMENT		1342-04-14T00:00:00Z		1342.4.14				1342.4.14, NOTARIAL INSTRUMENT
RBLR 4301	Provision	Avignon	1343-06-19T00:00:00Z		1343.6.19		Avignon		1343.6.19, provision
RBLR 4302	On behalf of	Avignon	1343-06-19T00:00:00Z		1343.6.19		Avignon	Grant	1343.6.19, On behalf of
RBLR 4303	GRANT	Hereford	1343-08-18T00:00:00Z		1343.8.18		Hereford		1343.8.18, GRANT
RBLR 4401	Appointment	Farnham	1344-03-31T00:00:00Z		1344.3.31		Farnham	Appointment of Vicars General	1344.3.31, Appointment
RBLR 4402	Commission	Farnham	1344-03-31T00:00:00Z		1344.3.31		Farnham		1344.3.31, Commission
RBLR 4403	Commission	ut supra	1344-03-31T00:00:00Z		1344.3.31		ut supra		1344.3.31, Commission
RBLR 4404	Appointment	ut supra	1344-03-31T00:00:00Z		1344.3.31		ut supra	Appointment as Proctor	1344.3.31, Appointment
